Freshness,Review
0," As expected, all the humour involves his bumping into things and falling over because he's fat, which is apparently hilarious."
0," It's quite the emotional journey, going from peering through our fingers to derisive chuckles."
0," The movie plays like the kind of line a rich older guy would lay on a teenage model, suppressing his own intelligence and irony in order to spread out before her the wonderful world he would like to give her as a gift."
1,"Personally, it's my favorite out of the four Vacation films. Many people don't agree with me, however."
1," Great acting, sharp visuals, but edited in such a confusing way that a second viewing might be needed."
0," Cameron strives for a quirky magic realism that she can't quite pull off. The leads are all fine, and some of the photography achieves an iridescent wonder. But the film's plotting is messy and its tone uneven."
0, The biggest disappointment of the summer movie season.
0," If there were a way to switch off the dialogue, leaving the images, music and layered soundscape, Knight of Cups would be wondrous. As it is, it's a bit of an endurance test."
0," Be sure to say ""I don't"" to License to Wed"
0," Smith gives a fine lead performance, peeling away his usual affectations to expose his natural charm, but Omalu never becomes a fully developed character."
1," In Loach's hands, it has a measure of dignity and it works beautifully."
1," ... it isn't trying to be a blockbuster, and yet it out-blockbusters almost everything else this summer... "
0," If Santa Claus had a fever dream fueled by figgy pudding indigestion and an egg nog bender, his subsequent Yuletide hallucinations would probably look tame compared to Disney's aggressively opulent phantasmagoria."
1," It's not Lee's most challenging work, but it's certainly amongst his most charming."
1," ""The Great Gatsby"" not so great, but pays a decent tribute to the novel."
1," Despite the predictable body-shifting premise and a heavy dose of sentimentality, this teen comedy is extremely enjoyable"
1, Depp terrifies as dangerously violent real-life gangster.
0, [A] lazy kidnap caper.
1, This is a very accomplished movie.
0," Despite some earnest laughs and a sincere heart, Call can't seem to rise above its TV sitcom styling."
0," Peck...reduces Baldwin's in-the-moment reflections and once-daring insights to the petulance of the Black Lives Matter crusade, which overturns the principles and virtues that King, Malcolm, and Medgar represented before their deaths."
1, Bigelow crowns several decades of excellent artistic enquiry with a film that everybody should see.
0, A disastrous effort to establish the popular comic as a leading man.
0," The globetrotting adventure yarn extensively, and energetically, riffs on Indiana Jones's signature moments. You'll wish that its storytelling polish matched its enthusiasm."
1," If it can get someone who's so out of its core demographic a little verklempt, imagine what it can do for someone who's a target for such fare."
1, X-Men earns another shot at being a seminal comic-book franchise.
1," The Eyes of My Mother is effective and unsettling, and as a first movie from Pesce, promises much more in the future."
1," In one of his last films films to be released, the late Philip Seymore Hoffman gives another of his pitch-perfect performances in this twisted spy yarn set in Hamburg, Germany."
0," Stuck on auto-pilot, and therefore, comes off as a tiresome excursion into terrain that has been covered too many times to count."
1," ""Aquarius"" is a marvelous and surprising act of portraiture, a long, unhurried encounter with a single, complicated person."
1," quirky, off-beat and all around charming... has a lot of heart."
1," Genius nudges its nose, or maybe just the brim of its fedora, ahead of a lot of prestige biopics."
0, Something feels like it's missing. [Full Review in Spanish] 
0, It's an Eastwood film that very nearly strikes the same unsophisticated but delicate tone of his obligatory end-credits ditty.
1, Intense and delicately nuanced.
0," ""The Ward"" is bland shock therapy from the guy who reinvented bloody peek-a-boo with the classic ""Halloween."""
0, Despite good work done by some of the cast this post-apocalyptic cannibal tale wanders in the desert for far too long. 
1," Warm, darkly humorous, bittersweet and tender. Rolf Lassgård is a revelation. "
0," Despite some legitimate signs of life, Evolution isn't fit enough to survive."
0, A big disappointment. All the pretty vistas in the world can't enliven this protracted futuro-slog.
1," That doesn't dampen the work of Richardson and Sprouse, or the romance at the film's center. ""Five Feet Apart"" works hard for its tears. But it's the honesty of the performances that makes it worth the investment."
0,"It's interesting in how very dated it has become, but all of that interest is extra-textual."
0," If you must, go for the scenery."
0," It's a headache-inducing mishmash of waving curtains, hyperactive fades, aggressive zooms, and Baz basically just throwing things at the lens (confetti, champagne, fabric, Tobey Maguire)."
0," ""The film is a saddening bore,"" David Bowie sang in ""Life on Mars,"" a tune from a far more optimistic era. It ain't quite as bad as that, but it ain't much."
0, So what is missing? A little of the original's madness and a lot of its aesthetic high-wire walking.
0," Bay seemingly relishes in tainting childhood memories, so why would this be any different?"
0, Niccol's metaphor gets silly fast.
0,"An uneasy mix of post-modern, self-referential archness and spaghetti Western bravado that's not likely to please anybody."
0, A movie with no heart or soul.
1, A lavish rehash of the 1967 Disney classic that takes computer-generated fakery to new heights.
1, A convoluted tale of corruption within the ranks of the police
1," While the hidden agenda that eventually surfaces does strain credibility, Foster's ability to reign in the improbable ... allows this flight to deliver the requisite thrills."
1," Ozon apparently delights in making every possible kind of movie, often several at the same time."
1, The repercussions of violence are compiled into different shorts where you will inevitably favour some stories more than others.
0," The Hunting Party has good aim, but just misses."
0," Unfortunately, as beautifully presented as it is, and no matter how creepily authentic the autopsied and rotting cadavers look, Post Mortem is D.O.A. in the suspense department."
0," It's excerpt-ready for the Oscars, with the little blocks of conflict quickly precipitated and solved in a fast minute. The self-congratulation is thick."
1,It offers the most awesomely plausible account of Tibetan life and culture ever seen in the west. It's one of the few films whose images show you things you've never seen before.
1,"Mildred may be a literal and figurative flame-thrower, but out of senseless violence and righteous revenge emerges an empathy that hints at redemption."
0," There's no care that went into making anything other than the lighting rigs for The Possession of Hannah Grace, and you shouldn't care about it, either."
0, Peter Jackson definitely knows what he's doing. He just didn't do it this time.
1, The animation is amazing from start to finish: a never-ending feast for the eyes.
0," Scene after scene of a sputtering Hart and a glowering Ice Cube, despite the fact that they were brilliantly funny in, respectively, Think Like a Man and Barbershop, their previous collaborations with director Tim Story."
1, Powerful documentary addresses critically important issue for kids.
0," The pacing is fine but the dialogue is trite. Older children and adults will also find the main plot and Smurf gibberish tedious, redeemed only by Azaria's performance and a sideplot involving Gargamel."
1, Director Mike Mendez brings his homage to those wacky creepy-crawly flicks of yesteryear to life with enough energy for several films.
1," Bryan Barber's first feature also tweaks gangster movie conventions with brilliant choreography, hip-hop beats, and inventive images."
0, mostly forgettable
1," Although Gameau's film includes a fair amount of science, he and his helpers sweeten the film's statistics, delivering them in clever, accessible ways."
0," Arctic becomes an exercise in moralistic, idiotic sadism, with the woman he's paired up with coming off a plot device, an excuse to throw more obstacles in the way of a man who's too skilled to encounter many of them on his own."
0," IO is just not very riveting, character or plot-wise. And that's saying something when the fate of the planet, the greatest human drama of all, hangs in the balance."
0," Emmerich and Kloser don't know when to quit, the last half hour in particular such a wet noodle slog of turgid awfulness any good will I might have had disappeared just about as quickly as California did into the gurgling waters of the Pacific."
1, The state of the Muppet union remains strong...self-reference sits comfortably along hip pop-cultural references for the 'rents: stylish parodies and retro musical numbers along with vintage Muppet gags...
1, Battle is an extremely well-made movie artistically and should be kept in the game as a contender for critics' honors and the Oscars at the end of the year.
0," If you smile at the thought of giant robots fighting giant monsters, del Toro has crafted a cinematic love letter specifically with you in mind. Those not immediately sold on the premise should sit this installment of Rock'Em Sock'Em robots out."
0," Though minor arcs play out in each piece, Dare lacks an overarching narrative to propel the entire film, so overall pacing feels uneven and long at just 90 minutes."
0," The first film was a summer action movie masterpiece, this one can't even make giant, transforming robots stay interesting for its entire running time."
1," Part history lesson, part classic adventure tale and often stunning to watch."
1," Look through the haze of weed and the raunchy jokes and you'll see a movie that's grown up with its audience, its subject matter and its subjects--and gotten even funnier in the process."
1, The saga of one man's quest for the perfect wife is both funny and revealing about modern-day Indians maneuvering through and contending with Western culture and influences.
1," The movie seems to drift instead of sail. But when you're a grown-up, you realize it's not about the destination, but the journey."
0," Sitting through this stage-bound, talky, stiffly-acted movie reminded me of having to endure the Hall of Presidents attraction at Walt Disney World."
0, This limp late-18th-century doodle sullies our memories of Austen's books and warps our impressions of the writer with pedestrian comedy-drama.
1,This is about on par with the best Star Trek movies.
1," There's nothing original here, but the film is pleasant enough, and it's a pleasure to see Elizondo on the screen again. Peña, Obradors and Mello are fine as well."
1,"Part thriller, part mind-bending absurdity, it will definitely leave you scratching your head. But try to stay until the end--it might make up for the rest of it."
0," Absolutely ludicrous, dramatically clumsy, fifty shades of wrong, but...If audiences can cool their loins long enough, they may have a productive think about the nature of their desires..."
1," If you love the music of Motown and enjoy a feel good success flick, then ""The Sapphires"" fits the bill."
1," This is one of those movies you forgive its plot holes and lazy scripting, because the laughs are so prevalent and the chemistry of the cast remains so spot-on. (Full Content Review for Parents also Available)"
1," ""Captain Phillips"" is riveting - a movie anchored by strong performances in which the human drama is as compelling as the overall story arc."
1, Spanish-language romcom's mature themes may not translate.
0," Some directors, it must be said, only have one really good movie in them. We're starting to worry that Richard Kelly may be among this select group."
0," The key attraction of these pictures is their portrayal of dinosaurs in the modern age. Unfortunately, this movie places greater focus on humanity's flaws, further questioning whether people deserve to experience their magnificence."
0," A generic, non-descript bit of punctuation at the end of a series that deserved something more and just couldn't leave well enough alone."
0," The movie will wash over adolescent female audiences who don't know any better like melted Brie on 110-degree asphalt, but for the rest of us it's a grueling waste of time."
1," Once you get past the fact that it's not the comedy its trailers imply, Whiskey Tango Foxtrot has some unexpected strengths."
0," With stars of the echelon of Kristin Scott Thomas and Sergi Lopez, it is terribly disappointing to find that the vehicle that brings them together is not only unworthy, but nonsensical"
1, Has an outstanding central performance from Winstead that demonstrates Kate's emotional and intellectual understanding of the complexities of alcoholism.
1," Though mourning is a part of the human cycle, Morning is not an easy film to watch -- save for the great acting by the entire cast."
0," The acting is often as flat as the L.A. sunshine looks in this movie, and the whole thing just has a too-obvious feel to it; as if the makers watched ""The Player"" a few too many times."
0," If you put the collected works of Will Ferrell, Adam McKay and Judd Apatow in a pot, boiled off the excess and let the remainder cool, you'd have something very much like Step Brothers."
1," There's greater consistency to it, and considerably more humor, with macabre slapstick and fun-house ghoulishness that, at their best, recall early Tim Burton."
0, A musical with energy and talent to burn but missing its heart.
1," The Hate U Give is powerful and should be compulsory viewing. Its simple approach to these complex issues is appreciated, and makes its clear point accessible to the young audience for whom it was created."
1, ... does a wonderful job of laying out not only the stakes but the process in a way that even someone who has never paid attention to football can understand...
1," As a model for how to bring substance, authenticity and insight to the biggest of adventure yarns, this trilogy will not soon, if ever, find its equal."
1," Like the best kids' entertainment, this creates a daffy little world all its own."
1," ""I need you to be patient with this story,"" a key character says to young Ben, and it's good advice for those of us in the audience as well."
1, It manages to be both funny and endearing because Field knows to play both the external comedy and the internal drama.
1, The story carefully sets up the question of rationality versus superstitious spirituality.
0," The party got out of hand towards the end, and we probably should have booked out before we got too tired."
1," Nolte finds real sympathy for Katz and delivers a compellingly watchable performance, even if you're slightly afraid he'll keel over at any moment."
0," The problem with Vantage Point, or at least one problem, is that it depends too much on coincidence. The film relies on things breaking a certain way for nearly every plot advancement."
0," On the whole, Hart's material veers toward the lowbrow and doesn't quite hit the heights of cleverness, talent, language, or delivery that predecessors like Richard Pryor, Eddie Murphy, and Chris Rock reached."
1,...a watchable yet disappointing work from a filmmaker whose best days are clearly behind him.
1," This is truly an art film in every sense of the word. ...if you don't have at least a rudimentary background in Russian history, you'll probably find the whole project a snooze. One man's dreamy odyssey is another man's invitation to nap."
0," [The] script by Shauna Cross (""Whip It"") ... leans too heavily on sentimentalism and thick slabs of cliché-filled narration."
1," One of the most ambitious Hollywood films of the 80s, Reds is trying to do too much (historical epic, political expose, and romance), but the insertion of interviews with contemporaries of John Reed is original and poignant."
1," I liked the set-up and the mythology. The villain took me out of it a lot, but other than that, I enjoyed the ride."
0," An occasionally exciting criminal informant drama that struggles to form much of an identity of its own, and takes too long to get where it's going."
0,"Sure, MacFarlane can write simple jokes as long as the 'f' key on his laptop holds out. Some of them are even funny. But a lot of them don't pay off, and most trod the same well-worn territory -- potheads, practical jokes, politically-incorrect cliches."
1," Zellweger does a nice job keeping her character more sympathetic than pathetic, as the realization that she is no longer an ingénue lets her become something more."
0," Rather than recalling the master of suspense, it brings to mind a straight-to-video cheapie you'd find in Blockbuster circa 1992."
1," Ross Partridge directed, wrote the screenplay (from a novel by Bonnie Nadzam) and delivers the strong central performance. He keeps us on edge in all three capacities ..."
1,"Still Alice is rarely anything short of compelling, in part because its sense of progression and scale offers such a distinctively unsentimental take on the terminal-countdown tearjerker."
1, Fred Flinstone in the land of the Jetsons
1," It's Zayas who anchors Shine. His gravitas shot through with mischief sets the film's tone, showing that serious-minded storytelling can still be fun."
1," While rarely feeling heavy-handed, Lez Bomb manages to be both over-the-top funny and yet incredibly realistic, sans the doom and gloom of yesteryear. "
1," Music and a deep love it is the jumping off point for this documentary directed by Peter Michael Dowd (The Beautiful Life). Mr. Jimmy is about Akio Sakurai and his love for Led Zeppelin's guitarist, Jimmy Page. "
0, Feels a lot like a B-movie from the 1950s.
1," The blood-slicked, vividly drawn film universe John Wick illustrates is such a generous slice of pulp that, even if not original, per se, it exudes a confidence rarely seen these days, surefire franchises be damned."
0," It's a comedy that's chosen to build itself on some pretty heavy issues, issues which it's all for addressing with some pretty horrible ideas about the way relationships work."
0," Apparently Darwin was wrong. If natural selection truly existed, Evolution never would have gone into production."
0," Argento's Dracula 3D is an absolute travesty of a film completely devoid of creativity or imagination. It's like taking your favorite folklore, stripping it of everything you love, making it as dull as possible, and then lighting it on fire."
0," Sentimental, but not exactly meaningful."
1," A dazzling, computer-animated fish tale with a funny, touching script and wonderful voice performances that make it an unqualified treat for all ages."
0," We get straightforward narration and expository dialogue that introduces each time-traveling vignette and dictates Hoover's tiresome ""me versus them"" rationalizations for whatever unscrupulous thing he did to stop them."
1," It gives you two choices: find it delightful or don't: there is no unique, self-guided option. As frustrating as that conundrum may be, it's still hard not to take option one."
0," This mess of tracking shots of deserts, roads and rotating love interests stubbornly refuses to coalesce into anything resembling a narrative film. "
1, In a Ruiz film one must expect a work that is obscure and mysterious.
1," It's too bad that the movie isn't as vibrant, funny, and entertaining as the community it wishes to represent - but it's a start."
0," Soderbergh is clearly captivated, as are we all, by the rot underlying the glitz, but even with Douglas' nuanced performance, the film simplifies too many things."
1," Little Men could've easily been called Life Is Strange - and, like its predecessor, much hinges upon the work of its cast. "
0, The premise... demands more heat and complexity than this hokey 2016 drama provides.
0, It isn't the dull midlife crisis movie it initially presents itself as. But it also doesn't do enough to lurch into more nightmarish territory.
0, The film is a mixed bag with the promise of a better sequel.
0, Let's just say that Ron Paul supporters will probably embrace The Crash and the theories it comes up with.
1," E.T. texted a homey, Spielberg paid the earth-bound ticket, and now we have Super 8."
0," Existing less as a feature film and more as an excuse for endless celebrity cameos, Zoolander, No. 2 is a lazy and often painfully unfunny sequel."
0, Bog standard horror offering with a distinct lack of action or plot.
1, An arguably brilliant film with the noncontradictory potential to bore half its intended audience and enchant the other half.
0, Modest in the least engaging sense of the term.
0," A 154-minute film that is both too much and not enough -- too much boxing, too many hours to sit, and too few connections."
1,The movie is a success on its own terms because the director doesn't condescend to pop music.
1, This is a wild movie in a Lynch-lite mode.
0, A meticulous killer with family issues; a cop with problems of her own; secondary murderers on the loose; a plot with unexplored depths - this could have been a decent TV series.
0," Oh for a smarter story, with a brisker pace, to support such excellent talents. At least we still get to experience the good, the bad and, if not the ugly, then the so-so."
0," Unfortunately, beyond the gender shift, The Heat's principal characters aren't particularly funny creations. "
1, Just the mechanics of getting to the roof are fun -- filled with surprise allies and strokes of luck and last minute escapes.
1," Everytime you think the movie can't surprise you more, something even more stunning happens to leave you breathless. [Full review in Spanish]"
1," You may get a headache trying to decipher the ponderous storyline, but the amazing imagery will likely soothe your pain."
1," In the case of The Dirty Dozen, there isn't any camaraderie -- virtually every character in the film is a misfit and proud of it -- and, yet, it's probably one of the best entries in the genre."
1," Life is a B movie on an A budget, an old-fashioned creature feature that delivers its cheap thrills expensively."
1," If midget wrestlers with troll masks don't make you laugh, well... I guess you and I don't laugh at the same things."
0," We've seen it a million times before, and better. The situations are forced, the script is weak, the pace drags and, frankly, it just isn't funny enough."
0, Those singing-and-dancing trolls will likely appeal mainly to younger viewers. Older moviegoers might experience a cloyingly sticky sensation that isn't caused by the soda-splattered floor beneath their feet.
0," While not wholly unenjoyable, the film lacks the necessary urgency and purpose required to hold anyone's attention ... Even the most avid David Byrne fans will be left checking their watches."
1," Wright's movie delivers action that's convincing and concrete - the cars seem real, even when the people don't."
0," The audience is subject to a constant tone of foreboding danger, but The Box is more tease than delivery."
0," Farhadi's films are suffused with an oppressive atmosphere, and there is something increasingly formulaic in his storytelling."
1," It's atmospheric, terrifying, and brilliant in its intricately placed bouts of horror and suspense."
0, [Its] thriller machinations are merely a vehicle to deliver narrow-minded political preaching.
0," Dracula Untold has a surprisingly soft bite -- succumbing to PG-13 level violence. It's a movie that clearly allowed the film to expand to a larger audience, but it also takes away some of the suspense and menace."
1, Giddily preposterous.
1," It's not perfect - Ferguson's Morgana is disappointingly all talk and no action until the final act - but The Kid Who Would Be King boasts plenty of heart, thrills and fun."
0, The stunts in Need for Speed are real: No computer pixels were harmed in the making of this film. It's the people who are fake.
1," I wasn't expecting to gain any kind of apotheosis or epiphany from watching Neville's documentary about Mister Rogers, but that's precisely what happened. Life is weird that way."
0, I know it's not fair to compare the new songs in Mary Poppins Returns to the classic songs from Mary Poppins that I've known as long as I've been alive. I'm just comparing them to recent musicals when I say I will never remember any of these songs.
1," As an actor, Mortensen carries an aura of hidden depths below false affability that's just right for the character."
0," A film that gets better at the end, but it's not enough to save it. Too bad because it had more to offer. [Full review in Spanish]"
0," Like many of its brethren, the movie seems to love itself while hating its characters."
1," Violence, as the title indicates, may not be for the squeamish. But it is for those looking for answers to important questions."
0," It delivers to expectations, more or less, but it's never amazing."
0,There's probably a sweet little comedy hidden somewhere in Orange County. It's just too bad it's mired amidst so many small-minded pratfalls.
0,The stream of celebrity cameos cannot make up for a script that is less sharp than its predecessor's.
0," Big, bloated and only intermittently amusing."
0," Man, is this movie mentally deficient. We're talking Wheel of Fortune stupid."
0," Perhaps King's novel builds to something, but the film Dreamcatcher makes the mistake of being predominantly about its disconnected horror and science fiction staples."
1," While bogged down in questionable choices, this film manages to be an effective self-portrait of the dilemma faced by millions of undocumented immigrants in America today."
1," It's an intimate look at the gears inside one person's head and a study of how an obsession, when handled judiciously, can be enlightening."
1,"My tepidly positive reaction to Hereafter comes as a pretty big surprise, given my feelings about Eastwood's recent work."
1,The joy of Beetlejuice is its completely bizarre -- but perfectly realized -- view of the world.
1," I, Tonya aims for a different kind of retroactive justice. Gillespie and Rogers argue that Kerrigan actually had chances to shine on an international stage that Harding never got."
0," The subplot turns what might have been a fascinating true-life adventure into a lurid, stereotypical melodrama."
1," This documentary captures her colorful, childlike gift and wild times, but it lacks a narrator to clarify things it keeps vague."
0," There's a fair amount to appreciate about ""Ratchet & Clank,"" especially its desire to send up the genre conventions at play here. It's a shame, then, that the movie ultimately finds itself becoming so conventional."
0," Out of dozens of ways to make an intriguing and potential fun new franchise, American Assassin whiffed on all of them. "
1," A combination 'Memento'-like tale of a brain-damanged young man and taut, suspenseful bank-heist actioner."
0," Even with a brief 85-minute running time, The Return feels padded, which is odd considering how little we're told about the characters or the central mystery."
0,"Alternately frustrating and disappointing, Casa de los Babys is truly one of Sayles' lesser efforts."
1," Worth seeing for the last half hour, but too much of the film is dull. Waiting to reveal Godzilla would have been fine if the characters had heart or if the film had tension. "
1," Ramin Bahrani's talent for orchestrating sequences of tightly wound tension is in full bloom here, as is his complementary knack for quieter grace notes."
1," But nothing could prepare me for what does indeed transpire, the final scenes having a grotesque opulence that is both entrancing and disgusting all at the same time."
0," There is virtually no chemistry between the lead characters, something that dooms ""Aloha"" to be less than mediocre. Well, at least everyone got a paycheck."
1, Remains a defining high point of Hollywood's tumultuous relationship with superheroes.
0, Burn After Reading is the Coens' most mediocre film in a long time: a desperately strained black comic farce.
0,"Though this sequel probably has more creative energy than its predecessor, the constant stream of one-liners and sight gags is very much hit or miss."
0," An over indulged, overlong film that has some gem-like moments but also repetitiveness and preciosity."
1," This is hard-R action done old-school style. If that's your game, then gather up and throw in."
1," There are few things better than a flawlessly executed heist thriller, and while ""The Bank Job"" is not that film, it certainly comes close."
1," The new film is more disciplined and less scattershot than Apatow's previous films -- and slightly less funny, too. But only slightly."
1,"A Most Wanted Man is exactly what you'd expect from the director of The American, and while that assessment will mean different things to different people the film remains a meticulously crafted adaptation of John le Carre's bestselling novel."
0," What hasn't advanced is the plotting, which was nothing special last time and is so formulaic now that it's basically surprise-free."
0," Though he tries to avoid romcom cliches, Gormican doesn't find much to replace them with and the film ends up with only its three-stranded story distinguishing it from standard examples of the genre."
1, Mac gets a rare opportunity to showcase his true dramatic range as an actor.
1," The new ""Ben-Hur"" is impressive but not epic. The memory of Charlton Heston in that chariot race still remains"
0," Moments are stretched. Every recollection must be illustrated by a flashback. Character motivations shift on a dime, and if you understand even half of what's going on -- not generally, but specifically -- you'll be doing better than most."
1," Anomalisa is an existentialist discourse about time, longings, frustrations, setbacks and disappointments. [Full Review in Spanish]"
0," Fyre Fraud hoists Billy McFarland up as a straw man indictment against millennials, casting aside a thorough examination of the festival in favor of cheap laughs. "
0," Universal Pictures were so preoccupied with whether they could make a sequel, they didn't stop to think if they should."
0, A baby-boomer masturbatory center
1," In a strangely perverse way -- and thanks to the solid performances of the two leads -- the love story of Zack and Miri is more touching than you might expect, given the film's grungy setting and essentially sordid theme."
0," Bad films are easy to make, but a film as unpleasant as Baby Geniuses achieves a kind of grandeur."
0," If you're going to make the first mainstream movie about autism since ""Rain Man,"" maybe don't feature an anti-hero who's highly adept at shooting people in the head."
0," To call Mr. Turner one of the year's most overrated films seems unfair, as it's worth watching for beautiful cinematography and a plethora of gentle laughs."
1," The joyous movie Battle of the Sexes covers every inch of the court -- as an inspirational sports drama, as a riotous comedy, as a tender romance and as an insightful biography of King and her pivotal role in the fight for women's equality."
1," Never before have I experienced a picture that could have been so good and that had so much going for it, that blew it so badly."
1," A vibrant exercize and a good enoguh portrait of a sociey that showed the world how to consolidate democracy, yet found itself back under the same opressive regime. [Full review in Spanish]"
0," A couple of cruel stepsisters are thrown in to push the Cinderella angle, but their asinine antics merely highlight first-time screenwriter Leigh Dunlap's stunning lack of talent and imagination."
1," There is so much going on, filmed with such style, that I found it hard to stop being fascinated."
1, An unusually delicate tale about how to cope with an alien arrival on Earth.
0, Into the Woods left me out in the cold.
0," Famously dense though I am when it comes to plot twists, I had this one at hello."
0," The Madea franchise is premised on her excessive characterization, and audiences love the character. Still, she can be repetitive, and this film is unevenly paced and predictable."
0," Many films open on a high and drop off, but you'll rarely see a plunge as vertiginous as the one in The Lego Batman Movie."
0, A smaller work than a great president deserved
0," Good luck ascribing a clear satirical agenda to Jonathan Levine's tonally uneven zomcom, which suffers an identity crisis nearly as severe as its protagonist's."
0, The Broken Circle Breakdown doesn't jerk tears. It attempts to extract them by using enhanced interrogation techniques.
0," The idea has potential and the cast that John Turturro has assembled is delicious, yet Fading Gigolo falls flat"
0, An opportunity to wallow in grimy nostalgia seems to be its sole purpose.
0," An odd kind of a slog that manages to keep you partially engaged, even at its most esoteric or absurd, despite an endlessly excitable choir and Hans Zimmer's pitiless score."
1," The subject and the film clips are great, although the documentary as a whole is a bit gimmicky."
0," At times, it actually hurts to watch."
0," Confusing, jumbled, and idiotic, and then it turns stupid."
0, There's little reason here for further misadventures.
0," Imagine the elaborate plan: 'We use the sets left over from Red Riding Hood, add a candy house, throw in some aerial forest shots out of Twilight, keep it cheap. Steampunk it up, and have 'em wear leather, 'specially her. Lotsa cleavage.'"
0, Check it out if you like the horror genre. It was not bad at all.
0," Stars Matthew Perry and Elizabeth Hurley illicit more than a chuckle, and more jokes land than crash, but ultimately Serving Sara doesn't distinguish itself from the herd."
0," Pleasant, if mediocre family fare."
1," If Kormákur's goal was to replicate the chaos of that day, he's succeeded...impresses more with its technical achievements than its storytelling."
0, Nothing about Namaste England is redeemable. This is 135 minutes of mediocrity that you would do well to avoid.
1," If its argument is flawed, then at least it's an argument worth making."
0," Be it dead serious, moronic racecar driver Ricky Bobby or idiotic, deadpan Ron Burgandy, Ferrell has managed to create quite the niche for himself as the honest, earnest moron."
1," ...a wholly unique piece, a contemporized take on Dahl's 1970 book with as much interpersonal angst as kid-friendly fun."
1," Although well-crafted but improbable action set pieces cast Neeson as an essentially indomitable force, the film's emotional force rests on the comparatively persuasive setup."
1, Andre the Giant is a fantastic documentary.
1," In the hands of less capable filmmakers this quirky fish tale might have sunk itself, but Murray and Anderson manage to reel it in."
1, The most exciting film about journalism and the media since All the President's Men (1976).
1," Though their selfishness is repellent, the characters feel strikingly real."
0," See it if you like films which start off slow, have plenty of scenes in the dark, a few good battle sequences and incomprehensible men talking bunk."
1, the Most Meaningful of all the John Hughes teen movies
0," A rancid, insulting, and cynical dramedy about a man who travels around the world to reconnect with his soul."
0, A pretty good idea for a movie that is not particularly well executed.
1, shamelessly embracing the violence and twisted elements that make for an R-rated film
0,"Fellow critics, just because a film purports political views doesn't make them any less non-sensical."
0," Fanning, Dunst and the on-a-roll Kidman all seem ready to dive in, but ""The Beguiled"" stops them short. There's plenty of cunning boiling beneath the surface, but Coppola keeps a tight lid on it."
0, Here's the good news: the latest toy from George Lucas's soulless Star Wars factory is better than The Phantom Menace. Now the bad: it's not much better.
0," An ignorant, false, bigoted, boring, pretentious film that could have been made by Eisenstein in the Kremlin under Joseph Stalin in 1938."
0, too down to earth
0, The only upside here is the acting... The rest is an irredeemable mess.
0," If you're looking for anything other than a parody clipshow, you won't find it."
1, A gritty science-fiction film that features a population of humanoid crustacean-alien creatures [that] is far more grounded in reality than any of the current rom-coms currently unspooling in your neighbourhood multiplex.
0," The shot of Blart quietly crawling into a hostage situation inside the mall's bank and walking through a roped line is a moment of absurd grace, only it's shot with the vulgarity of a Crash Test Dummies commercial."
1," Horror allows Thelma to work with the history queer people have been dealt; the genre never requests an apology for yesterday's transgressions, but it might seek reparations by giving the viewer a few spooks."
0," Given its title, you'd expect the picture to be a lot of fun. The most surprising thing about it is that you'd be wrong. "
1," The McDonald's hamburger of action movies. Well, maybe that's not entirely fair. Maybe the Wendy's."
0, A clawless cross-breed of comic book movie cliches.
0," An instant cult movie, and while it certainly succeeds on that level and members of the cult will embrace it for that very reason, the uninitiated--though impressed by its style--will probably be more exhausted than delighted."
1," There's no denying that Solo: A Star Wars Story is, for the most part, an absolute blast."
1,"Middle Men spins one heck of a yarn, so crazy it must be true. "
1," Sentimental, disarming, if, also, at times, a little manipulative with on-the-nose moments, ""Dumplin'"" is everything that ""Insatiable"" should have been."
1," You can guess where things are leading, but only to a point. Fogelman tosses in some mild surprises along the way, some more effective than others."
0," Director Daniel Stamm manages one memorable set piece, involving a motorcycle gang and a clothes line."
1, Lots of fun stuff in this kiddie-pleasing film full of appealing characters... A good story jarred by frenetic pacing
0, Well-meaning but predictable ...
1," Slattery's flick depicts its close-knit, blue-collar community with economy and insight."
0," The strong chemistry between Brie and Sudeikis makes this feel more cohesive than it actually is, but without a consistent tone underlying the jokes, it's hard to know how to react."
0," John Frankenheimer's Black Sunday did not convince or move me, even in its occasional tense moments."
1, Serious cinema of the globalist sort.
0, Zoolander 2 fails because they remove the characters out of the fashion world setting and into a spy parody that would make Austin Powers cringe. 
1," It's a crazy, unfathomable question. It's about faith."
1,"In Payne films, as in the films of Jean Renoir, there are no ""goodies"" or ""baddies""; everyone has their reasons, and that makes his work distinctly different from most mainstream American films these days."
1, Shenk's film is close enough to his subject to catch the leader who rails against carbon-dioxide emissions puffing on cigarettes in parking lots.
0, A highlight reel of gunfire and explosions masquerading as a political thriller ...
1, Ranks among the best films of the year.
0, It has impeccable production values but feels like a Masterpiece Theater production of a Harlequin romance novel.
0," Crass and vulgar, of course. It's supposed to be funny, too, but it isn't...It makes a movie like 'Superbad'...seem like Shakespeare."
1," As sublimely warming an experience as the autumn sun that shines benevolently on the vineyard owned by the film's central character, Magali."
1," Without a doubt a disconcertingly engrossing, difficult-to-shake experience."
1,"There are in fact no bad performances in this picture. The events depicted are often ugly and sometimes repulsive, but Cassavetes never flinches from depicting them fully"
1," Maruge and Obinchu never lose their senses of humor or conviction, and Litondo and Harris are ideally cast."
1," Jane Campion has been a favorite of mine for sometime with original, strong, and daring films."
