,title,review,rating
219,Bombshell,"Charlize Theron, Nicole Kidman, John Lithgow at the top of their game in a solid recap of sexual harassment at Fox News.",fresh
220,Bombshell,A confused depiction of fact. Great makeup and performances but a disastrous script make this one a disappointing film. [Full review in Spanish].,rotten
221,Bombshell,"While it touches on the toxic masculinity and systematic sexism that permeates Fox News, it does little to contextualize the industry that allowed this behavior to thrive.",rotten
222,Bombshell,The film wields its arms to signal that its time to step aside and let women take their spots as leads in their own stories. [Full Review in Spanish],fresh
223,Bombshell,"The performances in the film are spot-on, especially Theron as Kelly.",fresh
224,Bombshell,"Theron and Robbie do a lot with characters that, at least on paper, don't appear to be quite three-dimensional. [Full review in Spanish]",fresh
225,Bombshell,"The obsession with real dates... the insistence on resemblance and makeup prostheses, the need for a frantic narrative rhythm... [are] obstacles that endanger the project's original nobility. [Full review in Spanish]",rotten
226,Color Out of Space,"There are messages about the environment, the media and there are lots of laughs, it is quite genre-defying in ways.",fresh
227,Color Out of Space,"The gruesome events and Cage's varied performance (opposite Joely Richardson as his wife) make steady entertainment for fans of weird horror. Given its potential, though, Richard Stanley's film is a touch disappointing.",fresh
228,Color Out of Space,"... this eldritch tale seems ready-made for a Nic Cage vehicle... a beautiful picture of a descent into madness, an acceptance of inevitability, and a family truly brought together as none have before.",fresh
229,Color Out of Space,Create a hazy sense of itchy otherworldliness cohabiting with the quotidian space of a rundown farm.,fresh
230,Color Out of Space,a trippy rainbow of the gory and the grotesque,fresh
231,Color Out of Space,This sci-fi horror has a superb everyday tone that director-cowriter Richard Stanley cleverly warps into bonkers body snatchers nastiness. Subtle effects and freak-out set-pieces put the audience increasingly on edge.,fresh
232,Color Out of Space,"Befitting the title, Stanley makes a magical use of colour, deep pinks and blues and greens visually stunning and eventually terrifying, before all this saturation and brightness gives way to a climactic explosion of grey.",fresh
233,Color Out of Space,For Cage completists only.,rotten
234,Color Out of Space,"[A]s the toxic alien presence exerts its grip on the surrounding area, both star and film go properly nuts, with Cage subdued one minute and howling at the moon the next and Stanley's visuals toggling between psychotropic weirdness and outright gore.",fresh
235,Color Out of Space,"Aside from a couple of missteps, the film is endlessly imaginative and, as suits its title, showcases a vibrant visual palette.",fresh
236,Color Out of Space,"Stanley's film is a weird, nasty little treat- climate change horror filled with spacey neon pleasures and proper existential terror.",fresh
237,Color Out of Space,"Color Out of Space is gloriously old school, stomach-churning, rib-tickling and strangely poignant, with warnings about big business and dirty water thrown in amid the gunge.",fresh
238,Dark Waters,"The groundswell of dogged determination propelling this environmental thriller is so powerful that it deals effortlessly with the knotty tangle of facts packed into its plot. Much of this is down to the film's star and initiator, Mark Ruffalo.",fresh
239,Dark Waters,The subject deserved better.,rotten
240,Dark Waters,"In Dark Waters, [Todd Haynes] bathes his audience in pure terror like very few other directors could.",fresh
241,Dark Waters,"True to its title, this is a murky pool of a movie, and Mark Ruffalo is the man on the bank, poking its surface with a stick.",fresh
242,Dark Waters,A movie that works marvellously well within its own generic terms...,fresh
243,Dark Waters,"The Bilotts make compelling viewing, straight arrows losing the scales from their eyes.",fresh
244,Dark Waters,"There is, admittedly, a dark fascination in seeing how flagrantly giant companies mess with people's lives. As an expose about corporate malfeasance, Dark Waters is especially topical and timely given the findings of the recent banking inquiry.",fresh
245,Dark Waters,It's effective rather than exciting and the narrative is more than strong enough to grip the attention even if it is overly long.,fresh
246,Dark Waters,"A fine issues-based affair worthy of comparison to the likes of Silkwood, The Insider and Erin Brockovich.",fresh
247,Dark Waters,"While worthy and important, Dark Waters is a functional, by-numbers legal drama that is illuminating without setting your world alight.",fresh
248,Dark Waters,"They say nothing sticks to Teflon, and in Todd Haynes' corporate conspiracy drama Dark Waters, you'll realise that not much sticks to evil corporations either.",fresh
249,Dark Waters,"That said, the inherent exasperation seems to accurately represent the endless setbacks, obfuscations, and heartaches inherent in fighting for corporate environmental justice.",fresh
250,Disappearance at Clifton Hill,"Shin infuses an intoxicating blend of grime, crime, and style into Disappearance at Clifton Hill, all of which make it a twisted treat to enjoy.",fresh
251,Disappearance at Clifton Hill,Disappearance at Clifton Hill suffers from an incoherent and uninspired script even if it boasts great performances and stellar technical achievements.,rotten
252,Disappearance at Clifton Hill,"As an ambiguous look at the nature of truth and deception, Clifton Hill has an unsettling low-key potency, which is why the final third - when the plotting gets strained and Shin wraps things up with a ""gotcha"" ending - is so disappointing.",rotten
253,Disappearance at Clifton Hill,The septuagenarian filmmaker does great supporting work in a film that's otherwise long on atmosphere but short on specifics...,rotten
254,Disappearance at Clifton Hill,"Earning more points for style than substance, this atmospheric Canadian noir lacks enough tension to sufficiently pay off its titular mystery.",rotten
255,Disappearance at Clifton Hill,"What sets ""Disappearance at Clifton Hill"" apart is how quietly menacing it all feels.",fresh
256,Disappearance at Clifton Hill,"Anchored by a solid performance from Middleton, lush production, and solid writing, we have a delicious mystery that confounds as much as it beguiles.",fresh
257,Disappearance at Clifton Hill,[Writer-director Albert] Shin's haunting Niagara Noir delivers the chills and a dripping wet David Cronenberg as a grinning Botticelli Venus.,fresh
258,Disappearance at Clifton Hill,"Worth watching for Middleton's compelling central performance, the intricate noirish plot and the well-designed and shot retro locations.",fresh
259,Disappearance at Clifton Hill,"Albert Shin's Disappearance at Clifton Hill is a neo-noir told mainly in nostalgic colors, smoke and mirrors.",fresh
260,Disappearance at Clifton Hill,Shin and co-screenwriter James Schultz have given us a most unique detective...,fresh
261,Disappearance at Clifton Hill,"Does so many things right that it's unfortunate that, in the end, it proves a disappointment.",rotten
262,The Dark Red,Director-cowriter Dan Bush is an assured filmmaker who carefully builds the story using darkly dramatic flashbacks before flipping everything on its head.,fresh
263,The Dark Red,Twisty psychological thriller.,fresh
264,The Dark Red,"The Dark Red isn't afraid to get a little bloody, and it's all the more entertaining for it.",fresh
265,The Dark Red,"The Dark Red is an interesting way of exploring the hysterical mother trope. Helped massively by a great lead performance, The Dark Red may just have birthed the next screen Sarah Connor.",fresh
266,The Dark Red,"Dan Bush's The Dark Red is a tale of maternity and madness, vampiric predation and class exploitation.",fresh
267,The Dark Red,The Dark Red is a smart little film with a more sophisticated understanding of its subject matter and more to say than past stories of this sort might lead you to expect.,fresh
268,Guns Akimbo,"[A] brash, crass, often mind-numbing ride.",rotten
269,Guns Akimbo,A satire of overamped gamer culture that is itself too overamped to be much fun...,rotten
270,Guns Akimbo,Writer-director Jason Lei Howden's humor might have been tolerable if his film was at least reasonably imaginative.,rotten
271,Guns Akimbo,"Anyone with an attention span above ADD levels... is likely to find this undeniably slick, energetic contraption plays somewhere between grating and numbing.",rotten
272,Guns Akimbo,"It's somehow exhausting but not exhilarating, a non-stop chase scene that would be a good deal more fun if not getting caught seemed even like a one-in-a-million prospect.",rotten
273,Guns Akimbo,The film is a perfect example of a promising concept being ruined by a visually and audibly obnoxious execution. Its nonstop video game references make Guns Akimbo feel like a film that is too aware for its own good.,rotten
274,Guns Akimbo,"Restricted to 95 minutes, the film doesn't try to do more than the bizarre premise promises, which is an off-the-wall shoot 'em up featuring a reluctant and ill-qualified hero.",fresh
275,Guns Akimbo,"Guns Akimbo is a force to be reckoned with and is a film that can confidently stand alongside early Peter Jackson or Mark L. Lester. Run to see this wild, insane ride.",fresh
276,Guns Akimbo,"Writer-director Jason Lei Howden plays even the most grotesquely over-the-top nastiness for laughs, celebrating each moment of death or dismemberment. While some viewers may be appalled by this, fans of trashy carnage will love it.",fresh
277,Guns Akimbo,Frenetic might be an understatement here. Adrenaline rush is delivered as you are watching.,fresh
278,Guns Akimbo,"Guns Akimbo is finally a well-directed film, edited with clarity and a keen sense of pacing by the team of Luke Haigh and Zaz Montana.",fresh
279,Guns Akimbo,"Has this juvenile, punk rock vibe that mostly works really well-even if it is weirdly juxtaposed with some unnecessary serious comments about how violence actually is ""in real life"".",fresh
280,The Climbers,"While emphasizing spectacle over substance, this true-life adventure about Chinese mountaineers trying to climb Mount Everest is only sporadically stirring.",rotten
281,The Climbers,"The Climbers had the potential to be a gripping drama-thriller and project China's soft power while doing so, but instead the overt focus on fighting for national pride makes the film a flop.",rotten
282,The Climbers,"This account of the Chinese Mount Everest expeditions in 1960 and 1975 is a nationalistic spectacle that, curiously, often also allows personal sentiment to get in the way of the greater good.",rotten
283,Richard Jewell,"This is, frankly, a political film and it's no secret that Eastwood is not exactly on the left, but, ever the pragmatist, he leaves room for multiple readings.",fresh
284,Richard Jewell,It's not Eastwood's finest hour.,rotten
285,Richard Jewell,"In many ways, it is a very good story, efficiently told - and that's down to the excellent and very plausible performance from Paul Walter Hauser.",fresh
286,Richard Jewell,Richard Jewell is pointed and compelling - so much so that it needn't underline its themes as thickly as it does.,fresh
287,Richard Jewell,"In Clint Eastwood's hands, Richard Jewell becomes a martyr to the director's career-long cause: heroism when it exists in direct opposition to authority.",rotten
288,Richard Jewell,Nothing is accidental in a Clint Eastwood film - such is the shame of Richard Jewell.,rotten
289,Richard Jewell,"Where it falters - and badly - is in its portrayal of real-life reporter Kathy Scruggs. It leaves a bitter taste and mars the whole package, undermining its own good work elsewhere.",fresh
290,Richard Jewell,Paul Walter Hauser's powerhouse performance firms this tale of an American hero robbed of his glory as one of Clint Eastwood's most exceptional efforts from the last decade.,fresh
291,Richard Jewell,"The story Eastwood is telling here is indeed a compelling one, a real-life drama recounting the abuse of power by the two most powerful institutions in America, the government and the press.",fresh
292,Richard Jewell,Richard Jewell does well to tell a little-known story and is probably the best dramatisation of these events that there can be.,fresh
293,Richard Jewell,"It's a sloppily made, slapdash affair that coasts entirely on a handful of excellent performances and the goodwill afforded to it by its intended audience.",rotten
294,Richard Jewell,The indefatigable Eastwood's latest turn in the director's chair tackles the real life story of 1990s security guard Richard Jewell in a biopic with strong playing alongside a few controversial decisions and queasy touches.,fresh
295,Greenlight,"At 83 minutes, Greenlight is slower in parts than a thriller/horror should be and should never give you time to think, but it's a taut ride with some crazy fun shots.",fresh
296,Greenlight,"A horror tale a little too good to be a ""film festival only"" movie, a little too promising to appreciate on its own pedestrian terms.",rotten
297,Greenlight,"An interesting spin on the Hollywood machine, Greenlight is an enjoyable exploration of the lengths some people will go to to achieve their dreams.",fresh
298,Greenlight,"While it's not perfect and the pacing is a bit muddled, Greenlight really nails the relationship between the young upstart director and the world-weary producer.",fresh
299,Greenlight,Greenlight is a tight thriller with some thrilling twists and you should catch it before it blows up big.,fresh
300,The Last Thing He Wanted,The Last Thing He Wanted seems so taken with its own intricacy that it manages only to trip itself up.,rotten
301,The Last Thing He Wanted,What makes The Last Thing He Wanted ultimately so frustrating (while also elevating it a few notches above its awfulness as a thriller) is the fact that there are things it does quite well.,rotten
302,The Last Thing He Wanted,"How does a director as stellar as Dee Rees go so thunderously wrong adapting a 1996 novel by the great Joan Didion, with a cast headed by Anne Hathaway, Ben Affleck, and Willem Dafoe? Here's Exhibit A and the last thing any of us wanted.",rotten
303,The Last Thing He Wanted,"I found the whole narrative confusing. Even if you can parse it out, it doesn't add up to a whole lot.",rotten
304,The Last Thing He Wanted,"There's some overreach and muddle here - you wouldn't want a pop quiz on the plot - but ""Last Thing"" remains an intriguing, visually diverting piece, well shot by Bobby Bukowski.",fresh
305,The Last Thing He Wanted,"The big problem with the movie isn't the muddle, but the strain.",rotten
306,The Last Thing He Wanted,A convoluted and incoherent political thriller meant to get lost in Netflix's vast catalogue. [Full Review in Spanish],rotten
307,The Last Thing He Wanted,Not even Anne Hathaway can save this one.,rotten
308,The Last Thing He Wanted,[Anne Hathaway] never becomes an interesting character... Willem Dafoe can't save the disaster either. [Full review in Spanish],rotten
309,The Last Thing He Wanted,"The Last Thing has the pizzazz and the cinematic bravado necessary for a taut political thriller, but the film falls flat from the outset.",rotten
310,The Last Thing He Wanted,Nothing works properly and with genuine conviction in The Last Thing He Wanted. [Full Review in Spanish],rotten
311,The Last Thing He Wanted,"The Last Thing He Wanted is a political thriller so incoherent, disjointed, convoluted, and boring that its very existence proves to be perplexing.",rotten
312,All the Bright Places,Its pure beating heart and humanistic undertones make it somewhat of a standout.,fresh
313,All the Bright Places,A refreshingly sober spin on YA romance.,fresh
314,All the Bright Places,Elle Fanning and Justice Smith are gorgeous together and have lovely chemistry.,fresh
315,All the Bright Places,There's messaging inserted near the start of the end credits for those who might be affected by the themes raised. But it doesn't negate what comes before it: a film that lingers briefly in the deep end but remains disappointingly shallow.,rotten
316,All the Bright Places,"Though it's not without humor, ""All the Bright Places"" takes teens' emotions seriously and will move romantics of any age - in possibly unexpected ways.",fresh
317,All the Bright Places,Smith and Fanning bring thoughtful performances to this delicate tale.,fresh
318,All the Bright Places,"While [All the Bright Places] remains sensitive towards its heavy themes of mental-illness and suicide, it also ends up being a little problematic in it's road to closure.",rotten
319,All the Bright Places,"'All the Bright Places' impressed me with its honesty, compassion, and sensitive performances by Elle Fanning and Justice Smith, who project amazing chemistry together on screen.",fresh
320,All the Bright Places,"In a world full of inexplicable book-to-film adaptations, All the Bright Places is a diamond in the rough.",fresh
321,All the Bright Places,"It also shows people of all ages that this too shall pass, that humans are resilient but also fragile, and life will continuously surprise you. I think that All The Bright Places is a beautiful film. You will probably cry, but it will be worth it.",fresh
322,All the Bright Places,"Charming, sweet, and often deeply gripping and emotional, All the Bright Places is a mesmerizing coming-of-age story told with immense skill.",fresh
323,All the Bright Places,"[T]here is an undeniable warmth and tenderness to Fanning and Smith's performances that makes this a worthy, if not particularly memorable, addition to a thriving sub-genre.",fresh
324,Pete Davidson: Alive From New York,"There were some very high highs and some very low lows...the 49-minute special is a pretty wild ride. Like, yes, I was chuckling almost the whole time, but there were low points, friends...",fresh
325,Pete Davidson: Alive From New York,"Davidson runs thin on material, especially when you cut out extended, poorly paced anecdotes about fellow celebrities.",rotten
326,Pete Davidson: Alive From New York,"The cycle begins anew. Alive From New York is designed to trigger a modest but manageable backlash. Whatever happens from here-good, bad, or ugly-you can bet Davidson will at least get some material out of it.",rotten
327,Pete Davidson: Alive From New York,"This performance is so raw, director Jason Orley leaves in not just the parts Davidson says he'd cut from the special, but also the aside the comic makes to him from onstage about a joke he wants left in, too.",fresh
