Freshness,Review
1," Boasts the stock characters and situations, sentimentality, foreshadowing and melodrama of soap opera. Yet by cleverly blending these ingredients with those of an action caper, the pic presents a fresher appeal."
0," The reveal is eye-rollingly bad, a moment of affected profundity Michod's long, winding road trip never earns."
1," Well, it's a more fun trip to Rio than Rio. As the reckless flailing of a lot of meatheads, Fast Five is essentially a food fight with sloppy Joes."
1, The Secret World of Arrietty is a marvelously captivating animated feature about very tiny people and the full-scale world they inhabit.
1,"The Mambo Kings"" is so pumped up with life it threatens to burst. It's beautifully filmed and flashily edited. It pulsates with rhythmic ecstasy. It throbs, it sweats, it pounds, it undulates."
1, The film does not disappoint despite having moments where it could have more nuance. [Full Review in Spanish]
1," It's not the deepest movie of the season, but it has sprightly performances and cinematic style to spare."
0," Once upon a time, fairy tales were told with beauty, wit, simplicity and charm, a tradition that seems increasingly a thing of the past in Hoodwinked Too! Hood vs. Evil."
0, An annoying little film that attempts to be lascivious but is merely ludicrous.
0, I've never cheered so hard for the monster to win in my life.
0, Some stunning visuals -- and some staggeringly boring cinema.
1," It's almost as if the whole Peanuts universe has been encased in Carbonite, shipped to 2015, then unfrozen like Han Solo, ready for movie duty."
1, Manages to surprise and engage the viewer in a way you may not have expected.
1," As it stands, it's an efficient, diverting new entry in Neeson's ongoing action canon, albeit one which suggests his He-Man career route has finally reached the end of the line."
0, This film has Eric Roberts and Don 'The Dragon' Wilson straight-to-DVD written all over it.
0," There's no need for character assassination here. But the absence of darker, more contradictory revelations of his nature leaves Che bereft of complexity. All that remains is a South American superman: uncomplex, pure of heart, defiantly pious and boring."
1, Tim Burton magic with just a touch of scariness.
1,"If the thought of another Australian film with a soundtrack full of ABBA songs scares you away from this film, buck up and see it anyway."
0,The tone seems as uneven as the pacing.
1, A horror-fantasy that all involved should be wholeheartedly proud to be a part of.
0," Part ""Frankenstein,"" part ""Freaks,"" the horror film/cautionary tale ""Splice"" is derivative and disturbing."
1," From a philosophical viewpoint it's fitting that the inaugural movie to unite martial arts legends Jackie Chan and Jet Li is a fantasy film for young teenagers. Forbidden Kingdom"" may not be ""Enter the Dragon,"" but it's not supposed to be."
1, Even basketball-phobes will enjoy it.
1, A superhero tale that feels fresh and new...
1, Star Andy Samberg & Co. are at their best when they're deadpanning as addlepated celebrity man-children whose vision of the good life involves the getting of ways and the indulging of whims.
1, Lelio's observational and unobtrusive direction trusts the lead to carry the weight of the film. Moore characteristically rises to the occasion.
1," There is a sense that the picture ends just as it gets going. But it's a movie that understands co-dependency from the inside, as well as the helplessness and hopelessness of trying to cure someone else's addiction."
0," I am the prime demographic for this movie, and I found it only sort of inoffensively blah. Chris Pratt: He's no Jeff Goldblum."
0,Director Florian Henckel von Donnersmarck's name is far more exciting than his movie...
1, Your response to all this depends extremely heavily on how much philosophizing and pretty pictures you're willing to accept in lieu of a story.
1, Stephen King's The Mist is a reminder of what a great horror movie is all about.
0," [Meryl] Streep doesn't play her as a crusader; twice Kay walks into boardrooms, a lone woman among grim men, making no impression."
0," I don't know how fans of the title hero are going to take this adaptation, since I'm not familiar with the classic Hergé comic strip on which it's based, but followers of Steven Spielberg might regard it as a second-rate, animated Indiana Jones."
0," The We and the I is less a film than a social-studies experiment, an after-school project by a bunch of high-school kids exploring that eternal teen tension between the individual and the group. "
1," 3/4 is a small but ambitious drama with a perfectly symmetrical structure, using minimal means, nonprofessional actors, and everyday conversations to convey its characters' innermost feelings. "
0," Unfortunately, Fincher doesn't add much to Niels Arden Oplev's Swedish version: more Googling and plot-compressing montages and an altered but still convoluted ending."
1," Aaron Johnson may not be Lennon, but he?s entirely persuasive as someone who could have grown up to become him. It?s a striking pre-incarnation. "
1," Once you've been away from 'The Fall' for 24 hours or so, you reflect on its sheer beauty."
1, [F]eatures one of the most engaging ensemble casts I've seen in a goodly while... So hurrah for this band of gal pals at various romantic crossroads...
1, More of a dramatic freak-out than your standard teen slasher horror. Although the effect is exactly the same.
1, What Social Animals ultimately does is take us on a journey in order to see what Instagram users will do to be successful.
1,You can't help but walk out feeling as though you've just seen one of the more important stories about one of the more important people - gay or straight - of our time.
1," Ranks among the most mindless action films ever made, but scores as a helluva video game."
1," If you're not a fan of rocker David Crosby, director A.J. Eaton's comprehensive documentary ""David Crosby: Remember My Name"" might make you one - or at least give you an appreciation of this rock 'n' roll survivor."
0," By the time the story takes a dark turn towards ""war is bad"" lecturing, much of the loose, silly appeal of the early sequences fades into the white backgrounds. "
0, A romantic melodrama of a boringness to make your average tooth extraction seem preferable.
0," No, it's not as bad as you think. It's actually worse."
0," It's a film that carries on (carries on), but ultimately doesn't really matter. "
1, The first great film about the war in Iraq.
1, A deeply moving drama played out on the small stage of ordinary people's lives.
1," Iannucci made the bravura decision to make a factual film of that event dressed in the black robe of English satire at its darkest. Surely, there was no other intelligent way to bring the story to an audience 75 years after the event. "
0, The combination of Redford and Nick Nolte only manages to make this walk in the woods as exciting as a summer stroll.
1, Jumanji: Welcome to the Jungle breathes through its adventurous pores. [Full Review in Spanish] 
1," DeBlois, who also wrote the script, successfully juggles the multiple story lines, shifting allegiances and uncharted lands."
0," This movie just isn't good. The performances are all over the map, the central plot and action make no sense and there are huge chunks of screen time spent completely unnecessarily."
0," The film's one achievement is that it comprehensively discredits the concept of ""comedy violence"": the body count in the first 20 minutes leaves little room for guffaws."
1, Tedeschi combines the raw sensuality of an Anna Magnani with the melancholic introspection of a Monica Vitti and is well worth discovering.
1, Bulworth plays like a cry of frustrated comic rage. It's about an archetypal character who increasingly seems to stand for our national mood: the guy who's fed up and isn't going to take it anymore.
1," If you see no more than the opening shots, you will never forget them."
0," ""Who wants a life imprisoned in safety?"" Amelia asks in a voice-over. And you want to shout, ""This movie does, honey."" There's not a real or spontaneous minute in it."
1," Funny, feel-good movie has excellent messages for kids."
0," Lacks cohesion and chemistry, essential ingredients to the original's success."
0," Razor sharp editing keeps an extremely tight pace, but the wasted, non-rhythmic R-rated dialogue and an ensemble cast of morons leaves no-one to root for."
0," A queasy amalgamation of Awakenings, One Flew Over the Cuckoo's Nest and Starman."
0,"You want the movie to stomp and rejoice and cry like a fool; instead it meanders and lollygags, occasionally flaring up, then sputtering again."
1," A vital, lavish, venomously profane two fingers up at Benefits Street pity porn and the social division it fosters. I laughed, winced, gagged, then laughed even more."
1, ... the protagonists of the film put ethics before ideologies and do not hesitate to confront their audience... [Full review in Spanish]
0," ... this is cinema as an immediate spectacle, pure surface. [Full review in Spanish]"
1," Even in its more banal moments, Oculus has its eye on a higher prize."
1,"A difficult film to describe without making it seem less than the masterpiece it is, 'Tokyo Story' is a remarkable work that gives a real insight into family life."
0, No one's likely to mistake this film for Harvard material.
0," Scherfig, who showed such subtlety in ""An Education,"" this time proves embarrassingly vulgar, giving the film the unfortunate aura of an angry leaflet being handed out on a street corner by a wild-eyed protester."
0," It manages, nonetheless, to shrink all narrative possibilities down into a bitty best-of compilation that's notable only for some horrendously bad science and a career-low performance from Gary Oldman."
1," A gentle film can still be searing in its effect on an audience, something that ""Monsieur Lazhar"" proves emphatically."
1," By the end, the film shows not only the power of this influence but also its terrible price in an often merciless conflict."
0,The plot's implausibilities -- and the energetic set pieces that Li and his kung-fu-fighting co-stars mount -- are mighty entertaining in and of themselves.
0, The filmmakers aren't really interested in the space between what these women say and what they mean.
1, This role fits Frank Langella to perfection as he plays away from the obvious comedy in search of greater truths.
1, It wasn't until the movie was over that I realized it had pulled off the neat trick of creeping me out without showing even a single drop of blood.
0," The Perfect Match looks and sounds increasingly like a romantic comedy created out of secondhand memories, vaguely described or poorly translated."
1," Director Mimi Leder admirably insisted on making the human relationships count for as much as the cheap thrills in this killer- comet movie. But the cheap thrills -- expensive thrills, actually -- are mostly what make Deep Impact fun to watch."
0," Even in a whiteout, you can see the plot twists coming."
0," Exorcisms, séances, scurrying phantoms, slamming doors, blood rituals, possessed children, upside-down crosses - The Offering leaves few horror devices unused."
1, A story that deftly sneaks up on you before grabbing your emotions by the throat. 
1,"Exhilarating, visually astounding, thought-provoking and very, very funny."
1," As a spun-sugar, slightly screwball romantic comedy, it's a delicious 'portal' to an hour and change of escapism."
1, It is obviously the film of a master and certainly feels like a swan song.
1," An instant cult classic, one that's tailor-made for multiple viewings and bound to be popular among college students."
0," [The] actors made the choice to treat this script as award-worthy material instead of the hilarious schlock it is, and the performances are gorgeously melodramatic. "
1, Requires an expertise in Austen's works but rewards you with a decadently satisfying ending - a guilty pleasure.
1," Cast and director come together a treat in a fascinating attempt to revise the western that satisfies visually, emotionally and intellectually."
0, The saccharine-coated treatment of people struggling to learn how to forgive themselves and others takes on the ring of sentimental greetings inside a Hallmark card.
0, A mirthless comedy about venal people doing stupid things.
1," It's handsomely mounted, extremely well-acted and tells a little-known story of bravery on the part of one man daringly taking on the might of the Third Reich."
1,Gary Fleder directs this thriller with panache making the most of interlocking elements of the drama.
0," Explicitly, the film is pure fluff, a competently detailed catalog of Lennon's political ambitions told in the visual shorthand of the VH1 rock-doc."
1," Because of its gruesome subject matter, it is difficult to describe such a vile movie as being good, or even well made, but this one really is."
0," I'm beginning to believe that the minds behind The Hunger Games franchise are closer in spirit to President Snow and his sinister, heartless showmanship than to Katniss and her bravery and passion."
1, Solid summer entertainment.
0, If the viewer is expecting a mystery he will be disappointed. This is a story of a woman who has lost her husband and what her uncertainty does to her.
0, The film is too timid to offend or amuse.
1," Cheesy? A bit, but using 3-D to enhance the dance floor feels more honest than the dull 3-D of The Last Airbender."
0, an intriguing crime saga that is long on atmosphere and short on momentum
0,Are we giving mediocre movies a pass for convenience? Are we rewarding them for just not giving us any time to build up expectations that could be disappointed?
0," The first feature film from ""Funny or Die..."" director Jordan Vogt-Roberts, ""The Kings of Summer"" isn't very funny and dies slowly but surely as a coming-of-age film that bludgeons the viewer with its own quirkiness."
1," The film has already won several awards at film festivals, and once you see it, you'll understand why people are clamoring to see Colin Firth win an Academy Award."
1," Buster Keaton's final independent film is one of his finest achievements, something of a greatest hits package in its refinement of old routines."
0," So much of the movie exists for the sole purpose of driving its plot and culling some sort of emotion from the audience, that ultimately, you can feel just how empty it is."
1, ... filmmakers hit pay dirt when they got Weiner to sit for them. He's an impassioned self-deceiver who's not afraid to infiltrate enemy territory ... Now if he could only keep his namesake in his pants.
1,"There's a self-aware feel to the period pageantry, the alternatingly seductive and kinetic cinematography, and the actor's showcase this ramshackle contraption has been held together with spit and bailing wire to be."
1," To her credit, Ms. Reichardt never allows her camera to become a voyeuristic witness to a young woman in distress. Instead, it remains focused on a largely indifferent American landscape of strangers in perpetual motion to nowhere."
0," ... a myth in need of a makeover - but not this one. So little of Arthurian legend is preserved that this could be any blade swinger since Conan. No Guinevere, minimal Mordred and Merlin gets only a mention. Not a lotta Camelot."
1,"L'Auberge Espagnole"" isn't a perfect, or at times very even, film, but it's chock-full of a kind of experimentation and fun rarely found in the slick, polished and ready for the masses fare that the studios usually traffic in"
1," If you can stay awake, you'll be struck by the nuanced performances, the depth of the characterisation, the intensity of the moral questions and the drips of black humour."
1," [Achieves] level of visceral intensity that rivals the jacked-up, heart-in-mouth tension that was previously the preserve of the best fiction film-makers."
0," When audience members cheer for the ferocious killers-on-the-rampage, it really makes you wonder about our cultural values today - and society in general."
0, A jumble of kiddie slapstick and pointless chases.
1," This ""Dawn of the Dead"" inspired chiller is strong on concept, style and brutally violent action, but suffers from poor musical scoring, and a digital video format that helped keep its budget at 10 million dollars."
0, Reynolds and Jackson's cross-country bromance might have raised a smile if only writer Tom O'Connor had bothered to give their characters something remotely funny to say on the journey.
1, A style and tone as impressive as its action.
1, A film with a developed staging and that creates an interesting dialectic between reality and fiction through images. [Full review in Spanish]
1,"It doesn't want to explore epistemological questions about the nature of perception and memory; it just wants to mess with our heads. And as a wily, slightly sadistic chess game of a movie, it succeeds quite nicely."
1," Like the best ad man, he makes his point by making us laugh."
1, The stealthiest comedy since American Psycho.
1," A challenging but worth-it experience for more reasons than one can actually speak (or write) in words. It's a documentary to be watched over time, with a Carthusian level of contemplation."
1," Just because the characters are crazy, that doesn't mean they are not smart."
1, belies its low budget with both an impressive cast headed by veteran character actors and director Bob Clark's creative economy
0, [Feels] more like the pilot of episode of a short-lived CW series than a feature-length motion picture.
1, This is one of the screen's most rewarding explorations of the teacher/student relationship in any language. Every voice we hear makes sense; every opinion means something.
0," Some of what follows is amusing and even touching, but none of it fully capitalizes on the cast's star wattage."
1," Goes solely for today's oversaturation of superheroes and jabs it for all its worth. In-jokes, Easter eggs, and background details abound throughout. I highly enjoyed this film. (Full Content Review for Parents - Violence, etc. - also Available)"
1," Radcliffe's first post-Potter outing is plenty atmospheric, in the style of Roger Corman's Poe series. It's just not all that scary ‒ unless you find rattling doorknobs and dead children's faces pressed to frosty windows scary."
0," It's the content that's to blame. Signs works on a confused storyboard. What's Shyamalan trying to say anyways? Nothing, or rather a bit too much."
1," Adult horror returns to the screen with the crisp and frightening The Orphanage, a haunted-house tale about the dueling forces of childhood friendship and maternal love."
0, Saccharine piffle unredeemed by its two talented stars.
1, [T]here's... an oddly poignant attempt to redeem a hackneyed genre from pointless insensitivity.
1," Under The Sand lifts the phantom-spouse syndrome to the level of art, yet another dimension for this popular form."
0," Tears of the Sun is war fluff for the lobotomized Hollywood crowd, a transparent and thin effort without rhythm, depth, thrust or even basic structure."
1," Aside from the silly title and disappointingly pat ending, even the rom-com-averse will find something to love about Man Up."
0," You'll probably laugh, and you'll probably wish it were better."
1," If I myself find anything worth worshipping, it's the creative genius of people like M. Night Shyamalan, at whose feet I am not worthy to grovel."
0," This, my friends, is soft-core porn at its rancid worst. Shame on you, Will Ferrell and Adam McKay for producing this swill that features some of the most unlikeable characters ever put to film."
0, This movie's idea of psychology is Freudian at its most risqué.
1," The film is meant to be a negotiation of what that long-ago relationship was, and it is that. But in our reality of pervasive sexual iniquity, it also feels an awful lot like a litany of self-serving excuses for pedophilic behavior."
0," The film never becomes great until the final act. The rest of the film seems fake, even if it is inspired by actual events."
1,"It is entertaining and often very funny, even when you hope that director Harron will next find a subject that is truly worthy of her considerable talents."
0, I was really glad when it was over.
1," Hysterically potent, thought-provoking and deliciously nostalgic. Overall, the proposed chatter is warranted in the movingly impish Talk to Me."
0," This self-styled self-reflexive comedy asks the question, just how stupid are teenagers?"
1,"Channeling spaghetti westerns, Cervantes, Castaneda, and a dash of CHINATOWN as refracted through the visual sensibilities of Dali, it is a fiendishly clever concretion of high- and low-brow in a story that is both vision quest and farce"
0," Fanboys won't mind the absence of depth or emotion; they may even welcome it for making the film more representative of its comic-book origins. The rest of us, however, cannot rejoice at the overspending and overkill likely to come in Hellboy III."
0," As expected, all the humour involves his bumping into things and falling over because he's fat, which is apparently hilarious."
0," It's quite the emotional journey, going from peering through our fingers to derisive chuckles."
0," The movie plays like the kind of line a rich older guy would lay on a teenage model, suppressing his own intelligence and irony in order to spread out before her the wonderful world he would like to give her as a gift."
1,"Personally, it's my favorite out of the four Vacation films. Many people don't agree with me, however."
1," Great acting, sharp visuals, but edited in such a confusing way that a second viewing might be needed."
0," Cameron strives for a quirky magic realism that she can't quite pull off. The leads are all fine, and some of the photography achieves an iridescent wonder. But the film's plotting is messy and its tone uneven."
0, The biggest disappointment of the summer movie season.
0," If there were a way to switch off the dialogue, leaving the images, music and layered soundscape, Knight of Cups would be wondrous. As it is, it's a bit of an endurance test."
0," Be sure to say ""I don't"" to License to Wed"
0," Smith gives a fine lead performance, peeling away his usual affectations to expose his natural charm, but Omalu never becomes a fully developed character."
1," In Loach's hands, it has a measure of dignity and it works beautifully."
1," ... it isn't trying to be a blockbuster, and yet it out-blockbusters almost everything else this summer... "
0," If Santa Claus had a fever dream fueled by figgy pudding indigestion and an egg nog bender, his subsequent Yuletide hallucinations would probably look tame compared to Disney's aggressively opulent phantasmagoria."
1," It's not Lee's most challenging work, but it's certainly amongst his most charming."
1," ""The Great Gatsby"" not so great, but pays a decent tribute to the novel."
1," Despite the predictable body-shifting premise and a heavy dose of sentimentality, this teen comedy is extremely enjoyable"
1, Depp terrifies as dangerously violent real-life gangster.
0, [A] lazy kidnap caper.
1, This is a very accomplished movie.
0," Despite some earnest laughs and a sincere heart, Call can't seem to rise above its TV sitcom styling."
0," Peck...reduces Baldwin's in-the-moment reflections and once-daring insights to the petulance of the Black Lives Matter crusade, which overturns the principles and virtues that King, Malcolm, and Medgar represented before their deaths."
1, Bigelow crowns several decades of excellent artistic enquiry with a film that everybody should see.
0, A disastrous effort to establish the popular comic as a leading man.
0," The globetrotting adventure yarn extensively, and energetically, riffs on Indiana Jones's signature moments. You'll wish that its storytelling polish matched its enthusiasm."
1," If it can get someone who's so out of its core demographic a little verklempt, imagine what it can do for someone who's a target for such fare."
1, X-Men earns another shot at being a seminal comic-book franchise.
1," The Eyes of My Mother is effective and unsettling, and as a first movie from Pesce, promises much more in the future."
1," In one of his last films films to be released, the late Philip Seymore Hoffman gives another of his pitch-perfect performances in this twisted spy yarn set in Hamburg, Germany."
0," Stuck on auto-pilot, and therefore, comes off as a tiresome excursion into terrain that has been covered too many times to count."
1," ""Aquarius"" is a marvelous and surprising act of portraiture, a long, unhurried encounter with a single, complicated person."
1," quirky, off-beat and all around charming... has a lot of heart."
1," Genius nudges its nose, or maybe just the brim of its fedora, ahead of a lot of prestige biopics."
0, Something feels like it's missing. [Full Review in Spanish] 
0, It's an Eastwood film that very nearly strikes the same unsophisticated but delicate tone of his obligatory end-credits ditty.
1, Intense and delicately nuanced.
0," ""The Ward"" is bland shock therapy from the guy who reinvented bloody peek-a-boo with the classic ""Halloween."""
0, Despite good work done by some of the cast this post-apocalyptic cannibal tale wanders in the desert for far too long. 
1," Warm, darkly humorous, bittersweet and tender. Rolf Lassgård is a revelation. "
0," Despite some legitimate signs of life, Evolution isn't fit enough to survive."
0, A big disappointment. All the pretty vistas in the world can't enliven this protracted futuro-slog.
1," That doesn't dampen the work of Richardson and Sprouse, or the romance at the film's center. ""Five Feet Apart"" works hard for its tears. But it's the honesty of the performances that makes it worth the investment."
0,"It's interesting in how very dated it has become, but all of that interest is extra-textual."
0," If you must, go for the scenery."
0," It's a headache-inducing mishmash of waving curtains, hyperactive fades, aggressive zooms, and Baz basically just throwing things at the lens (confetti, champagne, fabric, Tobey Maguire)."
0," ""The film is a saddening bore,"" David Bowie sang in ""Life on Mars,"" a tune from a far more optimistic era. It ain't quite as bad as that, but it ain't much."
0, So what is missing? A little of the original's madness and a lot of its aesthetic high-wire walking.
0," Bay seemingly relishes in tainting childhood memories, so why would this be any different?"
0, Niccol's metaphor gets silly fast.
0,"An uneasy mix of post-modern, self-referential archness and spaghetti Western bravado that's not likely to please anybody."
0, A movie with no heart or soul.
