,Title,Review,Rating
357,Maleficent: Mistress of Evil,"As much as I hate to say it, if you love Maleficent and her story, stop at the 2014 film or even rewatch the classic Sleeping Beauty. This sequel doesn't do the character or the Disney legacy justice.",rotten
358,Maleficent: Mistress of Evil,"Truth is, if Disney had a little more guts, they would have made this a trilogy, and given it the care that other major fantasy epics receive.",fresh
359,Maleficent: Mistress of Evil,The writing and character building are the movie's main weaknesses.,rotten
360,Zombieland: Double Tap,"It's just what we could expect from a sequel. Same jokes, same characters. Not that there's anything wrong with that. [Full review in Spanish].",fresh
361,Zombieland: Double Tap,The door is left open for a third film to crawl out of its grave in another ten years - let's just hope they know when to put it out of its misery.,rotten
362,Zombieland: Double Tap,"Zombieland: Double Tap is a worthy sequel that constitutes everything you could realistically hope for from a big-budget, mainstream zombie comedy.",fresh
363,Zombieland: Double Tap,"Zombieland: Double Tap is a rare sequel that is better than the original movie. Get ready to laugh out loud, and love the new characters!",fresh
364,Zombieland: Double Tap,"In ten years, they couldn't come up with enough new ideas that they had to copy so many from the first one?",rotten
365,Zombieland: Double Tap,"It's still a road-trip film, in the same world that you fell for the first time around, with the characters you grew to love, accompanied by a decade worth of growth.",fresh
366,Zombieland: Double Tap,"The big question you can't help but asking after watching Zombieland 2 is was this film really necessary? About 10 years ago, this film would have been a no-brainer, but now it feels a bit more like a nostalgia exercise.",rotten
367,Zombieland: Double Tap,"It's very predictable, everything is just boring, the jokes don't land as well.",rotten
368,Zombieland: Double Tap,"There is nothing about Double Tap that feels particularly modern, which is fine; the issue is that there is also nothing about Double Tap that feels like it needs to exist right now.",rotten
369,Zombieland: Double Tap,Funny enough for those who've been waiting for the sequel since 2009. Just don't go see it for the plot. [Full review in Spanish],fresh
370,Zombieland: Double Tap,"No new ground is broken in Double Tap, but if you enjoyed the first Zombieland, you're likely to enjoy your second helping.",fresh
371,Zombieland: Double Tap,So-so sequel is full of blood but not much character development.,rotten
372,Intrigo: Death of an Author,"An overwrought, dull and undercooked thriller stuffed with too many characters and not enough suspense and intrigue.",rotten
373,Intrigo: Death of an Author,"This is a movie that really wants to be a film noir, but doesn't respect the conventions of that genre in order to make it a decent one.",rotten
374,Intrigo: Death of an Author,"Despite some clever twists, these intercut stories bog down in dense narration and tangled perspective, diminishing the emotional impact.",rotten
375,Intrigo: Death of an Author,The film evinces neither the visceral pleasures of noir nor the precision to uncover deeper thematic resonances.,rotten
376,Parasite (Gisaengchung),Bong delivers a stunning return to form with this newest venture.,fresh
377,Parasite (Gisaengchung),An imaginative comedy-thriller with darkness at its core.,fresh
378,Parasite (Gisaengchung),"If the movie is a Rorschach of who you identify as parasite and host, it's a test you're just as likely to fail; a filmgoing experience that refuses to fit into any box, and forces viewers to breathe the dangerous air outside of it too.",fresh
379,Parasite (Gisaengchung),"Let's just say that by ""Parasite's"" conclusion, what started out as a comedy of manners has become a furious snarl of rage and his most arresting social satire yet.",fresh
380,Parasite (Gisaengchung),"Even if its social message about culture and class (Alfred-Hitchcock-by-way-of-Karl-Marx) is laid on too thick in the end, this Parasite slithers most agreeably.",fresh
381,Parasite (Gisaengchung),"It isn't an easy ride, and as with life in the non-metaphorical world, the destination is uncertain. You'll see strange and wonderful things along the way.",fresh
382,Parasite (Gisaengchung),"Parasite surprised me over and over. I constantly had no idea what was going to happen next. But what did happen, was amazing and extremely well done.",fresh
383,Parasite (Gisaengchung),"When the history of this moment in world cinema is written, Parasite will take its place as the movie that got the moment right.",fresh
384,Parasite (Gisaengchung),"A monumental achievement in film and the rare film that goes from ""very good"" to ""historically great"" in its final act.",fresh
385,Parasite (Gisaengchung),"The smartest mainstream film about class made in many years, Bong Joon-ho's Parasite lays bare the lie that hard work can bring anyone closer to their dreams.",fresh
386,Parasite (Gisaengchung),"Never let the audience off the hook, Hitchcock once said. Ho achieves this in spades and with more than one hook.",fresh
387,Parasite (Gisaengchung),"[A] funny, inventive, scary film.",fresh
388,Give Me Liberty,"That their cast of non-professionals and unknowns represents immigrants, minorities and the disabled in such a unifying and uplifting work is all the more reason to embrace an independent film that just might restore your faith in humanity.",fresh
389,Give Me Liberty,"As sharp as it is blunt, Give Me Liberty is a bravura piece of filmmaking. Although it's not always successful, it delivers a swift kick to an industry that has sidelined characters like these for far too long.",fresh
390,Give Me Liberty,"Give Me Liberty's biggest victory is in avoiding depicting able-bodied driver Vic [Chris Galust] as the shining knight-in-armor savior, or sacrifice the other actors as props to inspire able-bodied audiences",fresh
391,Give Me Liberty,It's the perspective of a thoroughly acculturated Russian immigrant who has nothing in life but his work and a crate of old vinyl.,fresh
392,Give Me Liberty,"In his first foray into filmmaking, Mikhanovsky exhibits a strong sense for personal connection and certainly plenty of ambition in his style.",fresh
393,Give Me Liberty,[W]hen co-writer/director Mikhanovsky tries to imbue his ... story with more significance ... the filmmaker loses track of what makes his movie significant in the first place.,rotten
394,Give Me Liberty,"""Give Me Liberty"" is a must-see. Take some friends. Spread the word.",fresh
395,Give Me Liberty,"It's a ride that opens the door to a diverse and important community. With wonderfully raw and absorbing performances, this small tale is a rare treat.",fresh
396,Give Me Liberty,A funny and charming indie with good performances by the non-professional cast.,fresh
397,Give Me Liberty,"Mikhanosvky turns his camera on communities that are frequently marginalized in both film and in American society. Immigrants and people with disabilities are often ignored, rarely protagonists in films unless portrayed by a famous actor.",fresh
398,Give Me Liberty,"Deep down, we're all in the same boat - or the same van.",fresh
399,Give Me Liberty,"As the day deteriorates from erratic to near-disastrous, the collective ride shared between this inclusive cast of characters becomes not only a pleasantly-delivered dramatic and comedic experience, but a damn-near, compassionate one as well.",fresh
400,2050,"A series of disconnected scenes, rather than a narrative with a sense of momentum.",rotten
401,2050,"Though the title would have you believe you were watching a ""futuristic"" film involving robots, the truth is, it just feels like a cheesy soap opera or novella.",rotten
402,2050,To simply dismiss it because of surface notions is to ignore the slippery slope of where we are going as a population ruled by new technological advancements everyday.,fresh
403,2050,"2050 is ostensibly a film about sex robots, hand-crafted by Dean Cain. But really, it's just a movie about terrible people rationalizing terrible behaviors in the most verbose, unnatural ways possible.",rotten
404,Pain and Glory (Dolor y gloria),"Banderas is the best part of the movie, with a tour-de-force performance...a master filmmaker forging a new path...",fresh
405,Pain and Glory (Dolor y gloria),We are seeing the world - in all its sadness and beauty - through his eyes. Banderas brings it all to life.,fresh
406,Pain and Glory (Dolor y gloria),"As slow and meandering as the film feels at times, DP José Luis Alcaine's eye is a constant that enlivens the screen when the narrative struggles to.",fresh
407,Pain and Glory (Dolor y gloria),"In his assemblage of the film, Almodóvar imbues ""Pain &amp; Glory"" with a wonderfully lyrical lilt. He weaves the film's many themes gracefully, with the measured contemplation of a musician putting together an album.",fresh
408,Pain and Glory (Dolor y gloria),"Like many of Almodovar's films, this one is emotional and personal. I think this film appeals to an older audience with its story about reconnecting with one's emotional center, after suffering despair brought on by age and medical problems.",fresh
409,Pain and Glory (Dolor y gloria),"Courtesy of Almodóvar's masterful direction and a career-finest performance from Banderas, we feel every moment with Salvador. The pain, the glory, and everything in-between.",fresh
410,Pain and Glory (Dolor y gloria),"I love seeing Banderas directed by Almodóvar, especially in this role which is obviously a stand-in for the director himself. He uneasily occupies the screen, clearly trying to manage both his pain and his loved ones' response to it.",fresh
411,Pain and Glory (Dolor y gloria),This certainly feels like we know much more about the film's creator than from any of his (Almodóvar) other films.,fresh
412,Pain and Glory (Dolor y gloria),"Tonally, this is nothing new for Almodóvar, but there's something truly special about the groove he finds with Banderas.",fresh
413,Pain and Glory (Dolor y gloria),"From his time in the wilderness, Almodóvar has emerged with a stunner. Heavily introspective, Pain and Glory is about aging and finding a reason to go on when your body fails and inspiration is lacking.",fresh
414,Pain and Glory (Dolor y gloria),"Its strands of fictionalized memoir work decently, but it's its more insightful look at religion and art throughout childhood that bring something to the table.",fresh
415,Pain and Glory (Dolor y gloria),Pedro Almodóvar's latest film is a masterpiece that balances the personal with the relatable.,fresh
416,The Corrupted,It's a better than decent thriller that you can catch on your telly.,fresh
417,The Corrupted,"A well-written, well-acted and hard-hitting piece of material accompanied by an excellent musical score. And it features Timothy Spall and Hugh Bonneville in key roles as some of the villains indicated in the movie's title.",fresh
418,The Corrupted,Wastes its cast and intriguing potential with a cliche by the numbers gangster film that lacks energy or engaging suspense.,rotten
419,The Corrupted,"Ably performed by a cast of some formidably notable talent joined by contemporary stars, there's nothing essentially wrong with Scalpello's latest... And yet, there's nothing to make this remarkably compelling or eventually memorable.",rotten
420,The Corrupted,Saddled with a convoluted plot.,rotten
421,The Corrupted,"Violent, profane, but entertaining British gangster movie.",fresh
422,The Corrupted,The efforts of some talented actors are squandered in this by-the-numbers British crime thriller.,rotten
423,The Corrupted,"Rather than a coherent conspiracy thriller, The Corrupted is several unrelated ideas jammed awkwardly together, and soaked in blood.",rotten
424,Mine 9,"The simple storyline and real-life backdrop were fundamental to success, in a drama equal parts tragedy and compassion.",fresh
425,Mine 9,"The results aren't golden, but this mine strikes a solid vein of silver with its subterranean drama.",fresh
426,Mine 9,"Mine 9 is the most poignant and terrifying sort of drama: a film about good, hard working, sympathetic people in a life or death situation.",fresh
427,Mine 9,"An indie film about a team of Appalachian coal miners trapped two miles down, trying to crawl their way up with an hour of oxygen, Mine 9 makes maximum use of the dark in all its frightening implications.",fresh
428,Mine 9,"Mine 9 juggles too many characters, but it works in just about every other way. The acting is fantastic, the editing is dynamic, the directing subtlety builds tension, and the ending is really good.",fresh
429,Mine 9,A satisfyingly intense and efficiently filmed bit of counterprogramming for those suffering from superhero fatigue.,fresh
430,Mine 9,"Mensore does his due diligence in showing us the claustrophobic, perilous conditions of the mine, even before disaster strikes...",fresh
431,Mine 9,"...here's a film about something real, not a horror picture about a group of shapely cavers who descend into the earth and get trapped with monsters chasing them. The monsters in the effective, streamlined thriller ""Mine 9"" are all around us.",fresh
432,Mrs. Lowry & Son,A fascinating if sometimes repetitive account of an emotionally abusive relationship between mother and son. The outdoor scenes that reference Lowry's paintings lighten the claustrophobia.,fresh
433,Mrs. Lowry & Son,"Martyn Hesford adapts his play for the screen with this very stagey and often uneasy two-hander, notable for fine work from Vanessa Redgrave and Timothy Spall...",fresh
434,Mrs. Lowry & Son,"Timothy Spall's performance is a sterling study of understatement and pent-up frustration opposite a bed-bound Venessa Redgrave, who plays his domineering, ego-crushing horror of a mother.",fresh
435,Mrs. Lowry & Son,"...has a small canvas (sorry), and it suffers from a certain determined ordinariness, but it is affecting in other ways.",fresh
436,Mrs. Lowry & Son,"On the screen, Mrs Lowry and Son, much like one of Lowry's own paintings, is a wee gem on a small canvas, full of loving details within its apparently simple and unadorned style.",fresh
437,Mrs. Lowry & Son,"An essay on family, and life, by two of the greatest living actors.",fresh
438,Mrs. Lowry & Son,Vanessa Redgrave and Timothy Spall give a master class in acting. The whole movie is a character study but what a study it is in the hands of these terrific thespians.,fresh
439,Mrs. Lowry & Son,Biopic about artist's relationship with his bullying mother.,rotten
440,Mrs. Lowry & Son,Mrs Lowry &amp; Son ... is stuck in the mire of the worst aspects of their relationship and the monotonous narrative.,rotten
441,Mrs. Lowry & Son,"Mrs. Lowry And Son is by turns hilarious, brutal and tender, and like the best drama, it will leave you wondering what's going on behind the closed doors of all the other houses in Pendlebury and further afield.",fresh
442,Mrs. Lowry & Son,Mrs. Lowry and Son has an appealing old-school charm and two performances that make it worth seeing.,fresh
443,Mrs. Lowry & Son,"A study of the painter LS Lowry that, with sly whimsy and darkness, finds a universality of the creative psyche via the toxic relationship with his mother, who tried (unsuccessfully) to crush him.",fresh
444,The Two Popes,The screenplay by McCarten effectively balances moments of levity and weight...,fresh
445,The Two Popes,...we lose just a little too much momentum.,rotten
446,The Two Popes,"Hopkins and Pryce lift Popes above its loose patchwork of monologue, flashback, and personal reckoning, and let the movie get down to its truest root: scaling the mystery that makes all men, even the most unknowable and sacrosanct, human.",fresh
447,The Two Popes,There's a simple pleasure in watching these two actors bring levity to godly men in their stiff robes.,fresh
448,The Two Popes,"Well before its end, the film has settled into the groove of a corny buddy comedy so unreal that little trace remains of the serious issues at stake.",rotten
449,The Two Popes,"This lively, intriguing and insistently humanistic flight of fancy... brims with wit, warmth and some tantalizing what-ifs.",fresh
450,The Two Popes,"The script by Anthony McCarten is crisp and often amusing; director Fernando Meirelles does a fine job of basically taking what could have been a two-character, one-set stage play and opening it up with gorgeous sets.",fresh
451,The Two Popes,"At its heart, The Two Popes is really about two old chaps, who just happen to be a Pope and a Pope-in-waiting, finding something liberating in an unexpected friendship. And what a blessing that story is. Don't miss it.",fresh
452,The Two Popes,The magic of this mostly fictional film from Netflix is that it imagines an example of authentic listening and dialogue.,fresh
453,The Two Popes,"The Two Popes have standout performances from their title characters. But without transparency regarding the church, we don't get beneath the robes, only on the surface of the cloth.",fresh
454,The Two Popes,"...an intimate portrait of faith as a struggle, even for those at the very top.",fresh
455,The Two Popes,"The Two Popes is a wonderful showcase of great acting (both the leads are phenomenal), brilliant casting, effective writing, and terrific cinematography.",fresh
456,Imprisoned,"Clumsy and meandering, Imprisoned seems unsure of whether it's a story of personal revenge, an outcry against a corrupt regime, or a study of the Puerto Rican justice system.",rotten
457,Imprisoned,"An earnest but uninspired attempt to tell a strong story about the Puerto Rican people, this prison/revenge drama comes across as a serious soap opera, flat and full of overly familiar elements.",rotten
458,Imprisoned,The real sticking point of Imprisoned ... is how little it actually cares about capital punishment as anything more than a plot device.,rotten
459,Imprisoned,"Good intentions to highlight its setting's beauty and talent, aren't enough to save this unmemorable prison melodrama. [Full review in Spanish]",rotten
460,Imprisoned,"Slow, dramatically flat and utterly generic Puerto Rican prison melodrama",rotten
461,Jexi,Workaholics' Adam DeVine and the disembodied voice of Rose Byrne are wonderfully puerile fun in this sweet but dirty-minded rom-com.,fresh
462,Jexi,"Surely, bland cultural insights can't defeat a film whose main attraction is the promise of stupid, raunchy fun? Reader, Jexi fails even at that...",rotten
463,Jexi,"The stranded DeVine, for all his goofy charms as an actor, quickly exhausts our patience; he's in nearly every frame of this movie, and his screen partner is a phone, which means a hell of a lot of mugging for the camera.",rotten
464,Jexi,"Lucas and Moore's film is filled with bugs, making it easy to unplug from its attempts to entertain and do literally anything else.",rotten
465,Jexi,"Jexi feels hopelessly out of step with the moment. Despite its subject matter, it's a flip phone movie in a smart phone world.",rotten
466,Jexi,"Lucas and Moore write some whiplash funny lines, and since the film is just a throwaway, you can enjoy it on a trivial synthetic revenge-of-the-nerd level.",fresh
467,Jexi,Jexi is not really a funny critique nor is it sufficiently terrifying. [Full Review in Spanish],rotten
468,Jexi,"All I really know is I did not like Jexi, and it's hard for me to imagine many other people will.",rotten
469,Jexi,"Adam Devine is more enjoyable in small doses - like supporting roles and not leading the charge. Michael Pena, we feel your pain. Come back, all is forgiven - this, Dora, everything!",rotten
470,Jexi,"Spends its time doing all of the tedious, schlocky things that romcoms do, only it does them with a laborious ""extremely online"" twist.",rotten
471,Jexi,"If you want to make a movie with some regressive, oft-repeated views on technology, at least commit to the bit. Otherwise, don't bother.",rotten
472,Jexi,"Buyer beware: smartphones are bad for you. That's the eat-your-veggies premise of the promising but poorly programmed Jexi, a charming, laugh-challenged paranoid comedy about toxic technology and AI sociopathy.",rotten
473,Dark Encounter (Transience),"While I may feel the film is ultimately weighed down by this objective, to its credit, the twist finale totally sticks the landing and reveals that for all its desire to recreate, its strongest quality was its own finely crafted plotting.",fresh
474,Dark Encounter (Transience),"The film often feels gimmicky, especially when it's trying to push the emotions, but it's still involving.",fresh
475,Dark Encounter (Transience),"Even if it is presented with luminous visuals and awe-inspiring special effects, this is a harrowing story, exposing the cracks in a family's tight-knit structure.",fresh
476,Dark Encounter (Transience),"[Carl] Strathie succeeds in demonstrating his skill, but the result is rather overcooked.",rotten
477,Dark Encounter (Transience),"A haunting and cerebral spin on the alien abduction story, Dark Encounter gets under you skin to truly terrify you before offering some important things to think about.",fresh
478,Dark Encounter (Transience),"Though competently acted, Dark Encounter is utterly airless as a piece of extraterrestrial thriller fiction.",rotten
479,Extracurricular,"Dark, funny, thrilling, and loaded with YA menace, this is a refreshingly modern take on typical slasher tropes that sticks the landing without having to go anywhere near the big dance.",fresh
480,Extracurricular,Director Ray Xue establishes a dark and very serious tone while keeping things authentic with offhanded interaction and complex character detail.,fresh
481,Extracurricular,"A dreary and flat exploration of teens killing teens; given the taboo topic, Extracurricular could have been so much better.",rotten
482,Extracurricular,"if these four high-achieving, middle-class kids are more than happy to exploit, objectify &amp; assassinate strangers for their own kicks, then we are left to wonder what they are capable of doing to their friends, their loved ones and each other.",fresh
483,Extracurricular,"It's fast paced, witty and sometimes sexy, a seductive package with a deceptively smart core and one of the best offerings for young audiences.",fresh
484,Eye for an Eye (Quien a hierro mata),"A simple, taut Spanish thriller that rarely blinks.",fresh
485,Eye for an Eye (Quien a hierro mata),"Uneven but enjoyable, Eye for an Eye is just preposterous enough to be entertaining, but no so preposterous that it fails to suspend our disbelief.",fresh
486,Eye for an Eye (Quien a hierro mata),Sketched out with raw realism. [Full review in Spanish],fresh
487,Eye for an Eye (Quien a hierro mata),The film truly subverts expectations. [Full Review in Spanish],fresh
488,Eye for an Eye (Quien a hierro mata),An addictive film. [Full Review in Spanish],fresh
489,Eye for an Eye (Quien a hierro mata),Eye for an Eye sounds like a chore. [Full Review in Spanish],rotten
490,Eye for an Eye (Quien a hierro mata),All the tools and resources used in the movie are at the service of a story of personal revenge that has both feet on the ground. [Full Review in Spanish],fresh
491,Eye for an Eye (Quien a hierro mata),Leaves you breathless. [Full review in Spanish],fresh
492,The Sonata,"A moody but distractingly uneven occult mystery, undercut by clunky, B-movie dialogue.",rotten
493,The Sonata,Stylish but slow and not very scary...[the] languid execution saps it of the energy it needs to be truly unnerving.,rotten
494,The Sonata,"A grim, moody ""orchestral composition of the damned"" piece set to a sinister and infiltrating score.",fresh
495,The Sonata,"The movie itself may never catch fire, but Andrew Desmond's incendiary take on the Gothic subgenre is as mystical and melodic as a Schubert sonata.",fresh
496,The Sonata,"Come for the devil's music, stay for Rutger Hauer haunting the screen from beyond.",fresh
497,The Sonata,An underwhelming gothic horror film that's too low on palpable scares and suspense.,rotten
498,The Sonata,"Andrew Desmond's feature-length narrative debut The Sonata is a literate, methodically paced throwback thriller that plays a little like a Hammer production from the mid-to-late 1960s.",fresh
499,The Sonata,"Even if The Sonata ultimately turns out to be something of a letdown, however, it may still be worth seeing for Rutger Hauer's involvement alone.",fresh
500,The Sonata,A film that hits some of the right notes without coming together as a fully realized piece.,rotten
501,The Sonata,"Instead of leaning into the inherent creepiness ... co-writer/director Andrew Desmond bypasses that for a dull, exposition-heavy scavenger hunt.",rotten
502,The Sonata,"While the director clearly has a few tricks up his sleeve for hitting his viewers with the heebie jeebies, what he doesn't have, at least for The Sonata, is a sense of how to weave those tricks into a unified, cohesive narrative.",rotten
503,The Sonata,"Despite sticking to a familiar playbook, The Sonata is an enjoyable reminder of the atmospheric power of gothic horror, which pairs nicely with the horror genre's recently revitalized interest in satanism.",fresh
504,Britt-Marie Was Here,"Its portrayal of Britt-Marie sometimes feels condescending, several of its plot turns make no sense, and its visuals add nothing that wasn't already there in the original book.",rotten
505,Britt-Marie Was Here,"[An] endearing portrait of someone forced to make significant life changes and becoming a better person in the process, through simple human contact.",fresh
506,Britt-Marie Was Here,"Dig beneath the underdog clichés, and this modest Swedish drama provides a heartfelt examination of self-discovery and starting over.",fresh
507,Britt-Marie Was Here,"This is a small, sweet work that finds notes of grace that elevate it into something bordering on inspirational.",fresh
508,Britt-Marie Was Here,"Nothing wild happens, but the film does take some unexpected turns and ends up in a satisfying place that is a bit different than what we expect.",fresh
509,Britt-Marie Was Here,"A lovely tale of reinvention from the writer of A Man Called Ove, featuring Swedish acting royalty Pernilla August.",fresh
510,Britt-Marie Was Here,"It's formula, but it's charming.",fresh
511,Britt-Marie Was Here,"A great deal of the credit for the film's success goes to the wonderful Pernilla August as Britt-Marie, as unusual a protagonist as she is welcome.",fresh
512,Britt-Marie Was Here,"The whole film is so devoid of real passion, energy and inspiration that there are times when it feels as if we are watching a less-than-satisfactory remake of a more inspired original work.",rotten
513,Britt-Marie Was Here,"All of this is so light ... that it threatens to float away... It's so pleasant, though, that the familiarity hardly matters.",fresh
514,Britt-Marie Was Here,"Nearly every element in Britt-Marie Was Here feels familiar, down to the subplot of the evil rich person wanting to close down a youth center... but... the elements work.",fresh
515,Britt-Marie Was Here,"Fraught with tropes, Britt-Marie falls flat.",rotten
516,Countdown,"As proven by Mary Elizabeth Winstead in Final Destination 3 or the spunky Jessica Rothe in Happy Death Day, these fate-driven, high-concept horror flicks can be redeemed by a committed central performance. Countdown's Elizabeth Lail joins their company.",fresh
517,Countdown,"The topical nightmare has potential to get under your skin, but relies too much on familiar jump scares and easy violence.",rotten
518,Countdown,"This isn't a subtle, moody film filled with a sense of unease; instead, jump scares are around every corner. If that's all you want from a horror movie, you'll have a very good time - and an elevated heart rate for its speedy 90 minutes.",fresh
519,Countdown,"Forget cheating death. In Countdown, it's the audience that really gets cheated.",rotten
520,Countdown,"The one thing you can say about ""Countdown"" is that the title is entirely accurate. Almost from the moment it starts, you're checking your watch waiting for the closing credits to come up.",rotten
521,Countdown,"A pedestrian thriller whose personal-tech gimmick is even more thinly imagined than one might guess, it's a jumble of cheap jump scares made watchable by likable leads Elizabeth Lail and Jordan Calloway.",rotten
522,Countdown,Countdown is pretty damn fun and does an excellent job of tapping into technology driven terrors for the modern age that completely surprised me and left me thoroughly entertained to boot.,fresh
523,Countdown,A cinematic salad with too many ingredients that never mix well with each other. [Full Review in Spanish],rotten
524,Countdown,The film is lukewarm in its handling of the subject and leads the protagonist to the same meanness that she intends to fight. [Full Review in Spanish],rotten
525,Countdown,"...this is a middling 2019 horror entry that isn't as bad critics made it out to be, but it's exceedingly forgettable.",rotten
526,Countdown,"It's very entertaining thanks to the suspense and comedy, even though it doesn't achieve a true horror atmosphere. [Full Review in Spanish]",fresh
527,Countdown,"Countdown has jump scares galore, but that doesn't mean it's good.",rotten
528,John Mulaney & The Sack Lunch Bunch,"It's a most loving poke at a genre left behind in the age of irony, when people didn't care how silly they looked as long as they got a chance to entertain.",fresh
529,John Mulaney & The Sack Lunch Bunch,John Mulaney and the Sack Lunch Bunch is a definite recommend for a pretty wide audience. Perhaps not for those still watching children's programming but teens to adults will surely be entertained.,fresh
530,John Mulaney & The Sack Lunch Bunch,"The special combines everything that Mulaney is good at - dry jokes and asides, writing... catchy, entertaining musical numbers, and his performative earnestness that pairs shockingly well with a cast of absurdly talented children.",fresh
531,John Mulaney & The Sack Lunch Bunch,"It's not tongue-in-cheek; it means everything it puts out there, but it makes sure the audience knows how absurd it is because children are absurd-genuinely, sincerely, seriously absurd. They're weird and deep and dark, and this is the show they deserve.",fresh
532,John Mulaney & The Sack Lunch Bunch,"This colorful show takes a new approach to sketch comedy that falls flat in the areas of delivery, humor and cohesion.",rotten
533,John Mulaney & The Sack Lunch Bunch,"Mulaney, his cast, and his talented celebrity guests do well by the content they have, but this special is the best fit for older tweens and teens along with adult viewers.",fresh
534,John Mulaney & The Sack Lunch Bunch,"John Mulaney &amp; the Sack Lunch Bunch excels at amplifying those weird moments of pre-adolescence, when you're trying to assert yourself more but aren't always taken seriously because you're ""just a kid.""",fresh
535,John Mulaney & The Sack Lunch Bunch,John Mulaney &amp; The Sack Lunch Bunch is a perfect special debuting at the perfect time.,fresh
536,John Mulaney & The Sack Lunch Bunch,A joyous mixture of silly humor and niche references makes John Mulaney &amp; the Sack Lunch Bunch the most entertaining Netflix original of the year.,fresh
537,John Mulaney & The Sack Lunch Bunch,"In addition to his Saturday Night Live hosting gigs, John Mulaney &amp; The Sack Lunch Bunch serves as an ample reminder that Gyllenhaal is an effervescent and captivating comedic actor.",fresh
538,John Mulaney & The Sack Lunch Bunch,"Mulaney, Sawyer, and Bolin create the perfect template to allow the true stars of the special - the cast of kids - to flourish, in this incredibly unique hour of joy.",fresh
539,John Mulaney & The Sack Lunch Bunch,"Mulaney's in total control, and yet completely out of his element.",fresh
540,The Murder of Nicole Brown Simpson,"Man, I'm just done with this...",rotten
541,The Murder of Nicole Brown Simpson,"Garbage, made-for-cable wanna-be thriller...",rotten
542,The Murder of Nicole Brown Simpson,This is honestly one of the most offensive movies I've ever seen in my entire life.,rotten
543,The Murder of Nicole Brown Simpson,"If it weren't so flat-out cruel to the real-life people involved in its tragic story, this true-crime ""thriller"" might have entertained cult audiences willing to laugh at its jaw-dropping awfulness.",rotten
544,The Murder of Nicole Brown Simpson,"A crude R-rated Lifetime Movie about a horrendous crime, showing no appreciation for journalism, history, and filmmaking.",rotten
545,The Murder of Nicole Brown Simpson,A mendacious and tawdry piece of cut-price tripe that indulges in sub-slasher nastiness while flashing a false badge of progressiveness.,rotten
546,Ghost Stories,"Ghost Stories is more hit than miss, as the non-horror auteurs mostly succeed in engraving genre tropes with their own names.",fresh
547,Ghost Stories,"Kashyap's short is brilliant, as overtly disturbing as it is suggestive. The others are imminently skippable.",fresh
548,Ghost Stories,"Overall, there's not enough sustained unease or a sense of dread or foreboding. Nor is there too much originality: I got flashes of John Krasinski's A Quiet Place, and Daphne du Maurier's Rebecca.",rotten
549,Ghost Stories,"Janhvi Kapoor and Surekha Sikri with their quick silver expressions in the fleeting moments, captured up close and personal, are both quite a treat to watch.",rotten
550,Ghost Stories,"Banerjee manages to hint at the internet shutdown in Kashmir, mob lynchings, and the steady erasure of minorities to pave the way for a Hindu Rashtra under one hour is unquestionably commendable.",fresh
551,Ghost Stories,"It should be noted that none of the four filmmakers - Anurag Kashyap, Zoya Akhtar, Dibakar Banerjee and Karan Johar - has made a horror movie before. God knows Johar has scared audiences, but this time, he's expected to.",rotten
552,Leslie Jones: Time Machine,"Jones pauses a couple of times to genuinely be in the moment, and though much of the hour leans on surveying the past and making observations (not all of them groundbreaking), there's a bigger takeaway: Take up space now.",fresh
553,Leslie Jones: Time Machine,This is surely a special that's worth being present for.,fresh
554,Leslie Jones: Time Machine,Giving Jones an hour or more in the spotlight affords her the opportunity to shine in a way she never could on SNL.,fresh
555,Leslie Jones: Time Machine,Jones' sex-positive set uses comedy as a Trojan horse to deliver insights into accepting middle age.,fresh
556,Speed of Life,"Well-acted, original sci-fi indie is short and sweet.",fresh
557,Speed of Life,It speaks to [director Liz Manashil's] talents that she can make something so resonant whilst being forced to dance around the emotional core of the film.,fresh
558,Speed of Life,I did enjoy the linking of a transcendent artist like David Bowie causing change in the people's lives in a variety of ways. Some which are not obvious.,fresh
559,Speed of Life,"Speed of Life reminds us that the art of our idols, the fire, and the passion, survive the artist and that their immortality is you keeping that fire burning.",fresh
560,Speed of Life,Speed of Life is a well-meaning tribute to David Bowie but could use a little more stardust to truly feel magical,rotten
561,Speed of Life,Manashil has made the rare futuristic fantasy that is driven by emotion rather than special effects - one that examines an intriguing what-if as well as paying homage to a great artist.,fresh
562,Speed of Life,"Though it may not get the mechanics of quantum physics exactly right, SPEED OF LIFE gets everything else about how the universe works just about perfect.",fresh
563,Speed of Life,"Though it may not get the mechanics of quantum physics exactly right, SPEED LIFE gets everything else about how the universe works just about perfect.",fresh
564,Speed of Life,There just isn't enough to this script to make the Bowie premise of the picture a promise the movie can keep.,rotten
565,Edie,"A clumsy dramedy that doesn't discern the emotional gravity behind Edie's boiling impulse to take back her own life, let alone the precarious escapade she decides to embark on.",rotten
566,Edie,"""[The] mawkish score milks the concept for every last drop of emotion, badgering you with the swelling airs of struggle and triumph - and marring what might have been a moving character study of a resilient survivor.""",rotten
567,Edie,This is an actor's showcase for Hancock.,fresh
568,Edie,Never reaches the heights the lead character is aiming for.,rotten
569,Edie,Edie doesn't just tell an inspiring story. It shows us one in action.,fresh
570,Edie,"""Edie"" has a firm grasp on kindness and delivers the occasional corny turn of character, but there are a few raw nerves worth paying attention to.",fresh
